,Class 1,Class 2,Class 3,Class 4,Class 5,Class 6,Athlete,Chorus
77,French,Optimization,Astro Engineering,Physics,Aero Engineering,Chemistry,0,0
78,Social Science,Chinese,English,Chemistry,Business,Aero Engineering,0,0
79,Chinese,Physics,Business,English,Chorus1,Chorus2,0,1
80,Aero Engineering,Business,English,Social Science,Chorus1,Chorus2,0,1
81,Algebra,Biology,Physics,History,English,Chemistry,0,0
82,French,Machine Learning,Chemistry,Biology,Aero Engineering,Optimization,1,0
83,Physics,English,History,Biology,Algebra,Social Science,0,0
84,History,Biology,Physics,English,Chorus1,Chorus2,0,1
85,Social Science,Business,Algebra,Political Science,Aero Engineering,Chemistry,0,0
86,Political Science,English,Algebra,Spanish,Social Science,Astro Engineering,0,0
87,Political Science,Chemistry,English,Optimization,Biology,Astro Engineering,1,0
88,Chinese,French,Physics,Chemistry,Biology,Machine Learning,0,0
89,Physics,History,Business,Chemistry,Optimization,Algebra,0,0
90,Political Science,Social Science,Biology,Physics,Astro Engineering,Chemistry,0,0
91,History,Spanish,Chinese,Astro Engineering,Chorus1,Chorus2,0,1
92,English,Algebra,Chinese,Astro Engineering,French,Biology,1,0
93,Biology,Chemistry,Business,Spanish,Chorus1,Chorus2,0,1
94,Social Science,Algebra,English,Business,History,Aero Engineering,1,0
95,Business,English,Political Science,Algebra,Chemistry,Optimization,1,0
96,Business,Physics,Machine Learning,History,Chorus1,Chorus2,0,1
97,English,Business,Physics,Chemistry,Algebra,French,0,0
98,Physics,English,Business,Chinese,Social Science,History,0,0
99,Political Science,Physics,French,Machine Learning,Social Science,English,0,0
100,Machine Learning,English,Algebra,Aero Engineering,Social Science,Business,0,0
101,Chinese,English,Spanish,Algebra,History,Business,0,0
102,Algebra,English,Machine Learning,French,Biology,Chinese,1,0
103,Biology,Political Science,Chemistry,Machine Learning,Chorus1,Chorus2,0,1
104,Business,English,Algebra,Physics,Political Science,History,1,0
105,Spanish,Algebra,Social Science,Biology,Chorus1,Chorus2,0,1
106,Political Science,Aero Engineering,French,Spanish,Chorus1,Chorus2,0,1
107,Business,Social Science,Algebra,English,History,Chemistry,0,0
108,English,Spanish,Astro Engineering,Machine Learning,Political Science,Social Science,0,0
109,Astro Engineering,Aero Engineering,Biology,English,Optimization,Algebra,0,0
110,Chemistry,Business,Biology,History,Chorus1,Chorus2,0,1
111,Chemistry,Political Science,Spanish,Algebra,Social Science,Chinese,1,0
112,Spanish,Biology,Social Science,Optimization,Chemistry,Aero Engineering,0,0
113,Machine Learning,Algebra,Spanish,Optimization,Political Science,Physics,0,0
114,Chemistry,Chinese,Optimization,Spanish,Algebra,Machine Learning,0,0
115,Spanish,Political Science,Optimization,Business,Algebra,History,0,0
116,History,French,Biology,Optimization,Physics,Political Science,1,0
117,History,Machine Learning,Physics,Biology,French,English,0,0
118,Astro Engineering,Business,Physics,Biology,Chorus1,Chorus2,0,1
119,Spanish,English,Optimization,Business,Chemistry,Chinese,0,0
120,English,French,Physics,Optimization,Algebra,Chemistry,1,0
121,French,Machine Learning,Business,History,Chemistry,Algebra,1,0
122,Biology,Chemistry,French,Algebra,Physics,Social Science,0,0
123,Machine Learning,Algebra,Astro Engineering,Physics,Chorus1,Chorus2,0,1
124,Chemistry,Social Science,Optimization,Business,Machine Learning,Biology,0,0
125,Business,Machine Learning,Chemistry,English,Spanish,French,1,0
126,Chemistry,Physics,History,Aero Engineering,Optimization,Business,0,0
127,Political Science,Spanish,Chemistry,French,Astro Engineering,Optimization,1,0
128,Machine Learning,Physics,Business,English,Chorus1,Chorus2,0,1
129,History,Chemistry,Algebra,Aero Engineering,Chorus1,Chorus2,0,1
130,Political Science,Chemistry,Machine Learning,Social Science,Aero Engineering,French,0,0
131,Optimization,French,Astro Engineering,Business,Social Science,English,1,0
132,Physics,Optimization,Spanish,Chemistry,English,French,1,0
133,Biology,Aero Engineering,Business,Physics,History,Chemistry,1,0
134,French,Physics,Astro Engineering,Social Science,Chinese,Optimization,0,0
135,Political Science,Aero Engineering,French,Business,English,Astro Engineering,0,0
136,English,Aero Engineering,Algebra,Optimization,Chorus1,Chorus2,0,1
137,Political Science,English,Optimization,Business,Spanish,Chinese,0,0
138,Biology,Machine Learning,Spanish,Astro Engineering,French,Political Science,0,0
139,Optimization,Machine Learning,French,Spanish,Aero Engineering,History,1,0
140,Physics,English,Social Science,Machine Learning,Algebra,Spanish,1,0
141,Biology,Chinese,Algebra,Business,Chorus1,Chorus2,0,1
142,Physics,Business,Optimization,Chinese,Chemistry,Aero Engineering,0,0
143,English,Optimization,Social Science,Political Science,History,Chemistry,1,0
144,Spanish,Optimization,Business,Machine Learning,Algebra,Physics,0,0
145,Spanish,Social Science,Business,Aero Engineering,Political Science,History,0,0
146,French,Business,History,Algebra,Chorus1,Chorus2,0,1
147,Social Science,Business,Optimization,Machine Learning,Chinese,Aero Engineering,1,0
148,Physics,English,Spanish,Machine Learning,Political Science,Optimization,0,0
149,Astro Engineering,Optimization,Biology,Chinese,English,Spanish,1,0
150,Chinese,Astro Engineering,Aero Engineering,Political Science,English,Machine Learning,0,0
151,Aero Engineering,Chemistry,Astro Engineering,Social Science,Physics,Algebra,0,0
152,Political Science,Machine Learning,Business,French,Chorus1,Chorus2,0,1
153,Biology,French,Astro Engineering,Social Science,Chorus1,Chorus2,0,1
154,English,Biology,Machine Learning,French,Chorus1,Chorus2,0,1
155,Machine Learning,Optimization,Political Science,Aero Engineering,English,History,1,0
156,Chemistry,Astro Engineering,Political Science,French,Business,Aero Engineering,0,0
157,Physics,Aero Engineering,Social Science,Optimization,History,Chemistry,0,0
158,Astro Engineering,Political Science,Spanish,French,Chorus1,Chorus2,0,1
159,Political Science,Biology,Aero Engineering,Social Science,Chemistry,Physics,1,0
160,French,English,Business,Aero Engineering,Astro Engineering,Machine Learning,0,0
161,Machine Learning,Optimization,Astro Engineering,Physics,Aero Engineering,Algebra,0,0
162,Chinese,Business,Political Science,Physics,Machine Learning,Algebra,0,0
163,Spanish,French,Physics,History,Biology,Social Science,1,0
164,Social Science,History,Biology,Algebra,Business,Physics,0,0
165,French,Chinese,Political Science,Chemistry,Social Science,Astro Engineering,0,0
166,Social Science,History,English,Physics,French,Aero Engineering,0,0
167,History,Astro Engineering,Social Science,English,Physics,Aero Engineering,0,0
168,Physics,English,French,Chinese,Spanish,Aero Engineering,0,0
169,Optimization,Machine Learning,English,Political Science,Aero Engineering,Social Science,1,0
170,Business,English,History,Physics,Machine Learning,Algebra,0,0
171,Physics,Astro Engineering,Chemistry,Aero Engineering,History,Algebra,0,0
172,Political Science,Business,Machine Learning,Optimization,Spanish,Physics,0,0
173,Optimization,Astro Engineering,Machine Learning,French,Chinese,Business,0,0
174,Political Science,English,Aero Engineering,Social Science,Optimization,French,1,0
175,Social Science,Business,Machine Learning,Biology,Spanish,Physics,1,0
176,French,Spanish,Machine Learning,Political Science,Aero Engineering,Social Science,1,0
177,Algebra,English,Biology,Chinese,Aero Engineering,Chemistry,0,0
178,Machine Learning,Astro Engineering,Physics,Biology,Chorus1,Chorus2,0,1
179,Physics,Business,Astro Engineering,Political Science,French,Aero Engineering,0,0
180,Machine Learning,Astro Engineering,Chemistry,Political Science,Algebra,Optimization,0,0
181,Chemistry,Business,Algebra,Social Science,Political Science,Astro Engineering,1,0
182,Physics,Algebra,Social Science,Political Science,Business,French,1,0
183,Algebra,Physics,History,Aero Engineering,Political Science,Machine Learning,0,0
184,History,Social Science,Algebra,Chinese,Business,Biology,0,0
185,Aero Engineering,Spanish,Political Science,English,Machine Learning,Chinese,0,0
186,Optimization,Aero Engineering,Biology,Chinese,Algebra,French,0,0
187,Chemistry,Spanish,Machine Learning,Biology,Optimization,Political Science,1,0
188,Astro Engineering,Business,Aero Engineering,French,Chorus1,Chorus2,0,1
189,French,Biology,Algebra,Spanish,History,Machine Learning,0,0
190,French,Biology,Aero Engineering,Spanish,Chorus1,Chorus2,0,1
191,Algebra,English,Chinese,Optimization,Chorus1,Chorus2,0,1
192,History,Algebra,Physics,Chinese,Business,Political Science,0,0
193,Aero Engineering,Physics,Social Science,Chinese,Chorus1,Chorus2,0,1
194,Political Science,Aero Engineering,French,History,Chinese,Physics,1,0
195,Chemistry,Aero Engineering,Algebra,Social Science,Biology,Astro Engineering,0,0
196,History,Aero Engineering,Biology,Spanish,Optimization,Social Science,1,0
197,Business,Political Science,French,Optimization,Biology,Astro Engineering,1,0
198,Physics,French,Optimization,Machine Learning,Aero Engineering,English,0,0
199,Business,French,Social Science,Biology,Algebra,Spanish,0,0
200,French,English,Spanish,Biology,Business,Physics,0,0
201,History,Social Science,Astro Engineering,French,Biology,English,0,0
202,Spanish,Algebra,Astro Engineering,Optimization,Chinese,Physics,0,0
203,Chemistry,English,Business,History,French,Algebra,0,0
204,Biology,Political Science,Social Science,Chemistry,Machine Learning,English,0,0
205,Algebra,Biology,Chemistry,English,Machine Learning,Aero Engineering,1,0
206,Business,Machine Learning,Biology,English,Social Science,Algebra,0,0
207,Machine Learning,Social Science,Business,History,Chemistry,Algebra,1,0
208,French,Astro Engineering,Biology,Optimization,Chorus1,Chorus2,0,1
209,Political Science,Biology,Physics,Business,Chinese,Aero Engineering,0,0
210,French,Social Science,Aero Engineering,Algebra,Physics,Spanish,0,0
211,Spanish,Astro Engineering,History,Business,Algebra,Biology,0,0
212,Machine Learning,Chemistry,Astro Engineering,Business,Biology,Optimization,0,0
213,History,Business,Biology,Optimization,Political Science,Chinese,0,0
214,French,Optimization,Social Science,Political Science,Chinese,Algebra,0,0
215,French,Political Science,Physics,Algebra,Business,Astro Engineering,0,0
216,Aero Engineering,Business,Spanish,Astro Engineering,History,Biology,1,0
217,French,Spanish,Optimization,Business,Chorus1,Chorus2,0,1
218,Machine Learning,Social Science,Political Science,French,Aero Engineering,History,1,0
219,Business,Machine Learning,Chemistry,History,Spanish,English,0,0
220,Physics,Chinese,History,Algebra,Astro Engineering,Optimization,1,0
221,Aero Engineering,Chemistry,Political Science,Machine Learning,History,Biology,0,0
222,History,Political Science,Chemistry,Machine Learning,Optimization,Biology,0,0
223,French,Algebra,Business,Chemistry,Machine Learning,Astro Engineering,0,0
224,Machine Learning,Astro Engineering,English,Social Science,Optimization,Biology,0,0
225,English,Business,Optimization,Aero Engineering,Chorus1,Chorus2,0,1
226,Physics,Social Science,Algebra,Aero Engineering,Chinese,Spanish,1,0
227,Machine Learning,English,Algebra,Astro Engineering,Biology,Spanish,0,0
228,Biology,Physics,Astro Engineering,Political Science,Chorus1,Chorus2,0,1
229,Spanish,Aero Engineering,Optimization,Business,Chorus1,Chorus2,0,1
230,Social Science,English,Machine Learning,Physics,Chinese,Aero Engineering,1,0
231,Algebra,Spanish,Political Science,Aero Engineering,Chorus1,Chorus2,0,1
232,Algebra,Chinese,Optimization,Astro Engineering,Chemistry,Physics,0,0
233,History,Machine Learning,Astro Engineering,Algebra,Physics,French,0,0
234,Biology,French,Social Science,Optimization,Astro Engineering,Physics,0,0
235,Political Science,History,Aero Engineering,Astro Engineering,Chemistry,Business,1,0
236,Political Science,Physics,Aero Engineering,Chemistry,History,French,0,0
237,Astro Engineering,French,Political Science,Biology,Social Science,Aero Engineering,0,0
238,Machine Learning,Spanish,Astro Engineering,Biology,Chorus1,Chorus2,0,1
239,Political Science,Algebra,Social Science,Physics,Chorus1,Chorus2,0,1
240,Political Science,Biology,Aero Engineering,Optimization,Machine Learning,Chinese,1,0
241,Chinese,Spanish,Optimization,Astro Engineering,Social Science,English,0,0
242,English,French,Social Science,Chemistry,Astro Engineering,Aero Engineering,1,0
243,Chinese,Biology,Aero Engineering,Social Science,Chemistry,History,0,0
244,Algebra,Business,Physics,Political Science,English,Aero Engineering,1,0
245,Biology,Political Science,Spanish,Optimization,Chorus1,Chorus2,0,1
246,Chinese,English,Biology,Machine Learning,Optimization,Social Science,0,0
247,History,English,Biology,Machine Learning,Chorus1,Chorus2,0,1
248,Optimization,Aero Engineering,Chinese,Machine Learning,Chorus1,Chorus2,0,1
249,Aero Engineering,Chinese,Biology,Political Science,Physics,Spanish,0,0
250,English,Astro Engineering,Algebra,Machine Learning,Chorus1,Chorus2,0,1
251,Astro Engineering,Chinese,Biology,History,Aero Engineering,Chemistry,0,0
252,Algebra,Optimization,Chemistry,Chinese,Spanish,Machine Learning,0,0
253,Chemistry,Spanish,Business,Aero Engineering,History,Astro Engineering,1,0
254,Physics,Machine Learning,Spanish,Social Science,Algebra,Political Science,0,0
255,Optimization,Algebra,Spanish,Political Science,Chorus1,Chorus2,0,1
256,French,Optimization,Social Science,Algebra,Chorus1,Chorus2,0,1
257,Social Science,Algebra,English,Optimization,Chorus1,Chorus2,0,1
258,Astro Engineering,Business,French,Biology,Chorus1,Chorus2,0,1
259,Social Science,Algebra,Political Science,Aero Engineering,French,Chinese,0,0
260,Chinese,English,Physics,Aero Engineering,Social Science,Astro Engineering,0,0
261,Physics,Chinese,Chemistry,Optimization,English,Spanish,0,0
262,Political Science,Business,History,Biology,French,Algebra,0,0
263,Spanish,History,French,Social Science,Aero Engineering,Business,0,0
264,Optimization,Aero Engineering,English,Spanish,Chorus1,Chorus2,0,1
265,Spanish,Machine Learning,Optimization,Chemistry,Astro Engineering,Chinese,0,0
266,Chemistry,Social Science,Business,Machine Learning,Chorus1,Chorus2,0,1
267,Social Science,Astro Engineering,French,Chemistry,Chinese,Algebra,0,0
268,Business,Biology,French,Chemistry,Chinese,Machine Learning,0,0
269,Machine Learning,Physics,Chemistry,Biology,Business,Aero Engineering,1,0
270,Spanish,Astro Engineering,Machine Learning,Aero Engineering,Chemistry,Physics,0,0
271,Astro Engineering,Chemistry,Business,Spanish,Machine Learning,History,0,0
272,Physics,Astro Engineering,History,Political Science,English,Spanish,0,0
273,Business,History,Spanish,Astro Engineering,Chemistry,Biology,0,0
274,Chemistry,Machine Learning,Business,Aero Engineering,Optimization,Physics,1,0
275,History,Political Science,Aero Engineering,Optimization,Chorus1,Chorus2,0,1
276,English,Chemistry,Chinese,Physics,Astro Engineering,Political Science,0,0
277,Chinese,Physics,Astro Engineering,Aero Engineering,Optimization,Spanish,0,0
278,Physics,English,Aero Engineering,Astro Engineering,Spanish,Chinese,0,0
279,Spanish,Physics,Aero Engineering,History,Optimization,Chemistry,1,0
280,Social Science,French,Chinese,Chemistry,Business,Optimization,0,0
281,Biology,Business,Political Science,History,Chinese,Algebra,0,0
282,Algebra,Chemistry,Biology,History,Chorus1,Chorus2,0,1
283,Business,Social Science,Biology,History,French,Physics,0,0
284,Political Science,Algebra,Chinese,Business,Physics,French,0,0
285,Aero Engineering,Physics,Spanish,History,Algebra,Chemistry,0,0
286,Social Science,Chinese,Political Science,Aero Engineering,French,Business,1,0
287,Biology,Astro Engineering,History,Chemistry,Optimization,Social Science,0,0
288,Physics,Machine Learning,Aero Engineering,Astro Engineering,Chorus1,Chorus2,0,1
289,Biology,Business,French,History,Aero Engineering,Optimization,1,0
290,Social Science,Biology,Algebra,History,English,Spanish,1,0
291,Political Science,Physics,History,Machine Learning,Chinese,Astro Engineering,0,0
292,Political Science,Social Science,Business,Astro Engineering,History,Chemistry,0,0
293,Algebra,Business,English,History,Chinese,Aero Engineering,0,0
294,English,Spanish,Physics,Machine Learning,Social Science,History,1,0
295,French,Social Science,Political Science,English,Machine Learning,History,0,0
296,Optimization,Chinese,Business,Aero Engineering,History,Social Science,0,0
297,Algebra,Chinese,French,History,Aero Engineering,Biology,0,0
298,Chinese,English,Machine Learning,Algebra,Social Science,Business,0,0
299,History,Machine Learning,French,Social Science,English,Algebra,1,0
300,English,Spanish,French,Social Science,Chorus1,Chorus2,0,1
301,Business,Political Science,Algebra,Chinese,Biology,Chemistry,0,0
302,Machine Learning,Aero Engineering,French,History,Optimization,Social Science,0,0
303,Chinese,Spanish,French,Business,English,Chemistry,0,0
304,Physics,Algebra,Social Science,Astro Engineering,History,French,0,0
305,Physics,Chinese,Business,Biology,Spanish,English,0,0
306,History,Spanish,Machine Learning,Aero Engineering,French,English,0,0
307,Chemistry,Physics,Biology,Business,Algebra,Chinese,0,0
308,Chinese,English,Astro Engineering,Social Science,Spanish,Optimization,0,0
309,Chinese,History,Business,Chemistry,Astro Engineering,Optimization,1,0
310,Algebra,Astro Engineering,Chemistry,Aero Engineering,Chorus1,Chorus2,0,1
311,History,Chinese,English,Optimization,Chorus1,Chorus2,0,1
312,Physics,Chinese,Chemistry,Spanish,Biology,History,0,0
313,Spanish,Aero Engineering,Business,English,Political Science,Chinese,0,0
314,Chinese,Optimization,Physics,French,Astro Engineering,Chemistry,0,0
315,Aero Engineering,Algebra,Political Science,Optimization,Chorus1,Chorus2,0,1
316,Spanish,Optimization,Chemistry,English,History,French,1,0
317,Physics,Algebra,Social Science,Chinese,Spanish,Biology,0,0
318,Physics,Spanish,English,Business,Optimization,Algebra,1,0
319,Astro Engineering,English,Chemistry,French,Chorus1,Chorus2,0,1
320,History,Social Science,Business,Chinese,Spanish,French,0,0
321,Machine Learning,Social Science,French,English,Chemistry,Aero Engineering,1,0
322,Biology,Social Science,Chemistry,Chinese,Chorus1,Chorus2,0,1
323,Astro Engineering,Social Science,Business,Chemistry,Algebra,Biology,1,0
324,English,Business,Chinese,Algebra,Aero Engineering,Biology,0,0
325,Biology,Algebra,English,History,Political Science,French,0,0
326,Optimization,Business,Machine Learning,Spanish,Chorus1,Chorus2,0,1
327,French,Spanish,Chemistry,Chinese,Aero Engineering,Optimization,1,0
328,Chinese,History,Biology,Chemistry,Social Science,Astro Engineering,0,0
329,Physics,Algebra,English,Chemistry,History,Biology,0,0
330,Algebra,Physics,English,Aero Engineering,Chemistry,History,0,0
331,Political Science,English,Business,Optimization,Physics,Social Science,0,0
332,Physics,Social Science,Spanish,Biology,Chorus1,Chorus2,0,1
333,Optimization,English,Aero Engineering,Spanish,History,Physics,0,0
334,English,Machine Learning,Business,Aero Engineering,Chorus1,Chorus2,0,1
335,Political Science,Social Science,English,Chemistry,Chinese,Spanish,0,0
336,Chinese,Biology,Machine Learning,Social Science,Optimization,Algebra,0,0
337,Chinese,Aero Engineering,Algebra,Chemistry,Optimization,Physics,0,0
338,Chinese,Optimization,Chemistry,Business,Machine Learning,Astro Engineering,0,0
339,French,Chinese,Business,Physics,Biology,English,0,0
340,Chemistry,History,French,English,Optimization,Machine Learning,0,0
341,Chinese,Optimization,Spanish,French,Chemistry,Aero Engineering,0,0
342,History,Chemistry,Spanish,Chinese,Machine Learning,French,1,0
343,French,Algebra,Business,Physics,Aero Engineering,History,0,0
344,Algebra,Astro Engineering,Optimization,Biology,Machine Learning,Political Science,0,0
345,Machine Learning,Astro Engineering,French,Algebra,Chemistry,Spanish,0,0
346,Astro Engineering,Optimization,Aero Engineering,History,French,Algebra,0,0
347,Chemistry,French,Physics,Astro Engineering,Political Science,Aero Engineering,0,0
348,History,Chemistry,Aero Engineering,Social Science,Business,English,0,0
349,Spanish,Machine Learning,English,History,Chorus1,Chorus2,0,1
350,Social Science,History,Algebra,Chinese,French,Optimization,0,0
351,English,French,History,Astro Engineering,Spanish,Chinese,1,0
352,Optimization,Political Science,Chemistry,Chinese,Physics,Algebra,0,0
353,Aero Engineering,Astro Engineering,Social Science,Machine Learning,Biology,Physics,0,0
354,Spanish,Business,Social Science,Optimization,Physics,Astro Engineering,1,0
355,Machine Learning,Chinese,Astro Engineering,Chemistry,Aero Engineering,French,1,0
356,Aero Engineering,Astro Engineering,Political Science,Physics,Chorus1,Chorus2,0,1
357,French,Spanish,Optimization,Chinese,Chorus1,Chorus2,0,1
358,Spanish,Physics,Algebra,Chemistry,Aero Engineering,Machine Learning,0,0
359,Algebra,Political Science,Physics,Business,Machine Learning,Aero Engineering,0,0
360,Algebra,Political Science,English,Machine Learning,Optimization,Chinese,0,0
361,French,Spanish,Optimization,Chemistry,Chorus1,Chorus2,0,1
362,Aero Engineering,Chinese,Social Science,Biology,Physics,English,0,0
363,English,History,Biology,Political Science,Physics,Spanish,0,0
364,Political Science,Spanish,Biology,Aero Engineering,Physics,Chemistry,0,0
365,Political Science,French,Astro Engineering,Optimization,English,Chinese,1,0
366,French,History,Political Science,Spanish,Biology,Machine Learning,0,0
367,Spanish,Business,Chinese,French,Chorus1,Chorus2,0,1
368,Chinese,Astro Engineering,Social Science,Business,Political Science,Spanish,0,0
369,Biology,Astro Engineering,History,Chinese,Optimization,English,0,0
370,Physics,History,Optimization,Machine Learning,Chorus1,Chorus2,0,1
371,Optimization,French,Chemistry,Algebra,History,Chinese,0,0
372,History,Chemistry,Business,Spanish,Chorus1,Chorus2,0,1
373,History,English,Machine Learning,Spanish,Political Science,Astro Engineering,0,0
374,Astro Engineering,Biology,Aero Engineering,Social Science,French,Chinese,0,0
375,Aero Engineering,Astro Engineering,History,Spanish,Social Science,Chinese,0,0
376,History,Optimization,Algebra,Social Science,Astro Engineering,English,0,0
377,French,Chemistry,Spanish,History,Machine Learning,Physics,1,0
378,Physics,Political Science,Chinese,English,Chemistry,Social Science,0,0
379,Business,French,Physics,English,Social Science,Chemistry,0,0
380,Chemistry,Aero Engineering,Political Science,Biology,Social Science,Chinese,0,0
381,Physics,Spanish,Political Science,Algebra,Machine Learning,Astro Engineering,0,0
382,Political Science,Physics,Chemistry,English,French,Biology,0,0
383,Astro Engineering,Biology,Aero Engineering,Chinese,History,English,0,0
384,Machine Learning,Aero Engineering,Social Science,Biology,Chorus1,Chorus2,0,1
385,Physics,Biology,Astro Engineering,French,Chorus1,Chorus2,0,1
386,Optimization,Astro Engineering,Political Science,Algebra,Spanish,History,1,0
387,Aero Engineering,Astro Engineering,Political Science,Machine Learning,Optimization,Spanish,0,0
388,Machine Learning,English,Political Science,Astro Engineering,Social Science,Optimization,0,0
389,Social Science,Algebra,Chemistry,Spanish,Biology,Business,0,0
390,Astro Engineering,Chemistry,English,Political Science,Physics,Chinese,0,0
391,Aero Engineering,Machine Learning,Algebra,Astro Engineering,Social Science,Chemistry,0,0
392,Chemistry,Biology,English,Chinese,Chorus1,Chorus2,0,1
393,Social Science,Algebra,English,Astro Engineering,Business,Optimization,1,0
394,Spanish,Business,Optimization,History,Biology,Machine Learning,0,0
395,Social Science,French,Machine Learning,Aero Engineering,Biology,Algebra,0,0
396,Algebra,Business,Social Science,French,Optimization,Political Science,0,0
397,Spanish,Aero Engineering,Algebra,Business,Chinese,Social Science,1,0
