,Class 1,Class 2,Class 3,Class 4,Class 5,Class 6,Athlete,Chorus
149,Optimization,Physics,English,Spanish,French,Chinese,0,0
150,Aero Engineering,Spanish,Social Science,Machine Learning,Physics,Chinese,0,0
151,Chemistry,Political Science,Social Science,Algebra,Biology,English,1,0
152,Spanish,Algebra,Astro Engineering,Machine Learning,Chinese,French,0,0
153,Chinese,Social Science,Political Science,Algebra,Biology,Machine Learning,0,0
154,Biology,Machine Learning,Physics,Optimization,Chorus1,Chorus2,0,1
155,English,Chemistry,French,Political Science,Machine Learning,Physics,1,0
156,Aero Engineering,Chemistry,Business,Social Science,Chorus1,Chorus2,0,1
157,Chinese,History,English,Optimization,Chorus1,Chorus2,0,1
158,Business,Social Science,English,Aero Engineering,French,Spanish,1,0
159,Spanish,English,Astro Engineering,Chinese,Aero Engineering,French,0,0
160,French,Biology,Machine Learning,Social Science,Spanish,Algebra,0,0
161,Political Science,French,Astro Engineering,Chinese,English,Physics,0,0
162,Aero Engineering,Business,Machine Learning,Political Science,Biology,Optimization,0,0
163,Biology,Business,Astro Engineering,Algebra,Chemistry,Political Science,0,0
164,Physics,Social Science,French,Biology,History,Machine Learning,0,0
165,Optimization,Machine Learning,Physics,English,Chemistry,History,0,0
166,Business,Chemistry,French,Machine Learning,Biology,English,0,0
167,Political Science,Social Science,Aero Engineering,Business,Chorus1,Chorus2,0,1
168,French,Optimization,Spanish,Biology,Physics,History,0,0
169,French,English,Chinese,Political Science,Physics,Astro Engineering,0,0
170,Physics,Political Science,Chemistry,Spanish,Optimization,Algebra,0,0
171,Biology,English,History,Political Science,Business,Optimization,0,0
172,Spanish,Social Science,Machine Learning,Chemistry,Chorus1,Chorus2,0,1
173,Spanish,Physics,Business,Optimization,Social Science,Political Science,0,0
174,Astro Engineering,French,Biology,Spanish,History,Aero Engineering,1,0
175,Algebra,Spanish,Chemistry,Chinese,Physics,Aero Engineering,1,0
176,Chinese,Chemistry,Political Science,English,Physics,Business,1,0
177,Chemistry,Chinese,Algebra,Spanish,Chorus1,Chorus2,0,1
178,Political Science,Astro Engineering,Chemistry,History,Biology,French,0,0
179,Astro Engineering,Aero Engineering,Business,Biology,Social Science,French,0,0
180,Biology,History,English,Chemistry,Chorus1,Chorus2,0,1
181,Machine Learning,Aero Engineering,English,Chinese,Business,Social Science,0,0
182,History,Astro Engineering,Political Science,Optimization,Chorus1,Chorus2,0,1
183,Business,Biology,Machine Learning,Social Science,Aero Engineering,Physics,1,0
184,Chemistry,Social Science,Political Science,French,Chorus1,Chorus2,0,1
185,Business,Algebra,English,Machine Learning,Aero Engineering,History,0,0
186,Machine Learning,Algebra,Political Science,Astro Engineering,Chemistry,Optimization,0,0
187,Machine Learning,Political Science,Aero Engineering,French,Chorus1,Chorus2,0,1
188,Business,History,Optimization,Aero Engineering,French,Chemistry,1,0
189,Chinese,Aero Engineering,Business,Social Science,Algebra,Biology,0,0
190,Machine Learning,Chemistry,Social Science,Chinese,Political Science,Biology,0,0
191,Machine Learning,Business,Algebra,History,Optimization,Biology,1,0
192,Machine Learning,Chemistry,Business,Chinese,Chorus1,Chorus2,0,1
193,Astro Engineering,Spanish,Chemistry,Business,Social Science,Aero Engineering,0,0
194,Social Science,Machine Learning,Business,Political Science,Astro Engineering,Spanish,0,0
195,Chemistry,Political Science,Algebra,Biology,French,Chinese,0,0
196,Physics,French,Algebra,Astro Engineering,English,Biology,0,0
197,Physics,Algebra,Aero Engineering,Biology,Chinese,Machine Learning,0,0
198,Optimization,Algebra,Chemistry,Aero Engineering,Biology,Machine Learning,1,0
199,Social Science,Optimization,Political Science,Machine Learning,Business,English,0,0
200,Physics,Optimization,Aero Engineering,Chemistry,Chorus1,Chorus2,0,1
201,Aero Engineering,Chinese,Physics,Machine Learning,Biology,Spanish,0,0
202,Spanish,English,Optimization,Business,Chemistry,Machine Learning,1,0
203,Astro Engineering,Algebra,Business,English,Physics,Chemistry,0,0
204,Business,Social Science,Optimization,Chemistry,French,Astro Engineering,1,0
205,Social Science,Political Science,Spanish,Aero Engineering,Optimization,Chinese,1,0
206,Business,History,Optimization,Social Science,Machine Learning,Biology,0,0
207,French,Physics,Social Science,English,Spanish,Optimization,0,0
208,Social Science,History,Biology,English,Optimization,Chemistry,1,0
209,French,Algebra,Physics,Optimization,Biology,Machine Learning,1,0
210,Chemistry,Chinese,Social Science,Physics,Optimization,Biology,0,0
211,English,Spanish,Machine Learning,History,Political Science,Astro Engineering,0,0
212,History,French,Political Science,English,Chemistry,Biology,0,0
213,History,Spanish,Business,Aero Engineering,French,English,0,0
214,Chinese,Astro Engineering,Optimization,Algebra,Chorus1,Chorus2,0,1
215,Aero Engineering,Optimization,Business,English,Spanish,Algebra,0,0
216,History,Biology,Physics,Spanish,Social Science,Chinese,0,0
217,English,Aero Engineering,History,Spanish,Algebra,Astro Engineering,1,0
218,Algebra,Spanish,Aero Engineering,Astro Engineering,Chorus1,Chorus2,0,1
219,Chinese,Biology,Business,Machine Learning,Social Science,Political Science,0,0
220,Biology,Political Science,History,Astro Engineering,Optimization,Aero Engineering,1,0
221,Optimization,Astro Engineering,History,Social Science,Political Science,Algebra,0,0
222,Biology,Physics,French,Political Science,Chorus1,Chorus2,0,1
223,History,Aero Engineering,French,Chinese,Optimization,Social Science,0,0
224,Machine Learning,Chemistry,Spanish,Business,Social Science,Political Science,0,0
225,History,Physics,French,Machine Learning,Biology,Business,1,0
226,Algebra,Machine Learning,Spanish,Biology,French,Chemistry,1,0
227,Social Science,Optimization,Biology,Physics,Political Science,French,0,0
228,Chinese,Business,Machine Learning,Political Science,History,Spanish,0,0
229,Biology,Algebra,French,Spanish,Chinese,History,0,0
230,Social Science,History,Optimization,Spanish,French,Aero Engineering,0,0
231,Chinese,Social Science,Spanish,Chemistry,Chorus1,Chorus2,0,1
232,Algebra,Physics,Chinese,Machine Learning,History,French,0,0
233,Chinese,Aero Engineering,Business,Optimization,Political Science,Social Science,1,0
234,Chinese,English,Optimization,Social Science,Aero Engineering,Physics,1,0
235,Aero Engineering,History,Spanish,Astro Engineering,Chinese,Machine Learning,0,0
236,Chemistry,Aero Engineering,Social Science,Chinese,Machine Learning,Business,1,0
237,Physics,Aero Engineering,Machine Learning,History,Political Science,Business,0,0
238,Chinese,Algebra,Biology,Optimization,History,English,0,0
239,Aero Engineering,Chemistry,French,Optimization,Spanish,Business,0,0
240,Chemistry,French,Optimization,Algebra,Social Science,History,0,0
241,Social Science,Optimization,Business,Machine Learning,Political Science,English,0,0
242,History,English,Business,Social Science,Chorus1,Chorus2,0,1
243,Chinese,Astro Engineering,Political Science,Machine Learning,Spanish,Chemistry,0,0
244,Business,Spanish,Algebra,Political Science,Social Science,Physics,0,0
245,Optimization,Political Science,Aero Engineering,Social Science,History,English,0,0
246,Political Science,Social Science,History,French,Chorus1,Chorus2,0,1
247,Political Science,Spanish,Physics,Machine Learning,Social Science,English,1,0
248,Optimization,Political Science,Chemistry,English,Physics,History,0,0
249,French,Business,Aero Engineering,Political Science,Chorus1,Chorus2,0,1
250,Chemistry,Political Science,Algebra,Chinese,Astro Engineering,Machine Learning,0,0
251,Chemistry,Algebra,Machine Learning,Political Science,History,Business,0,0
252,History,Biology,Chinese,Astro Engineering,English,Physics,0,0
253,Algebra,Biology,Business,Chinese,Chorus1,Chorus2,0,1
254,Biology,History,Political Science,Aero Engineering,Optimization,Machine Learning,0,0
255,Chemistry,Machine Learning,Aero Engineering,Algebra,Chorus1,Chorus2,0,1
256,French,Social Science,Chinese,Aero Engineering,Political Science,Spanish,0,0
257,Aero Engineering,Biology,History,Algebra,Business,Machine Learning,0,0
258,Business,Biology,Physics,Astro Engineering,Chorus1,Chorus2,0,1
259,History,Political Science,Business,Biology,Social Science,Spanish,1,0
260,Spanish,English,French,Chinese,Physics,Biology,0,0
261,Social Science,Optimization,Physics,History,Machine Learning,Spanish,0,0
262,French,Optimization,Machine Learning,Chinese,Aero Engineering,History,1,0
263,Physics,Chemistry,Machine Learning,Chinese,Optimization,Social Science,0,0
264,History,Machine Learning,Political Science,French,Spanish,Business,0,0
265,Optimization,Biology,Astro Engineering,Spanish,Chorus1,Chorus2,0,1
266,Machine Learning,French,Spanish,Physics,Chorus1,Chorus2,0,1
267,Biology,History,Political Science,Aero Engineering,Chorus1,Chorus2,0,1
268,Social Science,Biology,Astro Engineering,Machine Learning,History,Chinese,0,0
269,French,Algebra,Physics,Optimization,Chorus1,Chorus2,0,1
270,Physics,Spanish,Algebra,Chinese,Chorus1,Chorus2,0,1
271,English,Business,Social Science,Aero Engineering,Political Science,French,1,0
272,History,Biology,English,Aero Engineering,Machine Learning,Business,0,0
273,Astro Engineering,Aero Engineering,English,Chinese,French,Chemistry,0,0
274,History,Chinese,Machine Learning,Chemistry,Astro Engineering,Optimization,0,0
275,Social Science,Biology,Chinese,French,Spanish,Machine Learning,0,0
276,Biology,French,Algebra,Social Science,Aero Engineering,Chemistry,0,0
277,French,Spanish,Physics,Machine Learning,Chorus1,Chorus2,0,1
278,Physics,Business,Chinese,French,Astro Engineering,Optimization,0,0
279,Political Science,Algebra,Biology,Optimization,Chorus1,Chorus2,0,1
280,Algebra,Chinese,Social Science,Optimization,Biology,Machine Learning,0,0
281,Social Science,Physics,Optimization,French,Political Science,Chemistry,1,0
282,Optimization,Physics,Chemistry,Business,Political Science,Biology,1,0
283,Biology,Machine Learning,Algebra,English,Spanish,Aero Engineering,1,0
284,English,Biology,Machine Learning,Optimization,Algebra,Spanish,1,0
285,Chemistry,Biology,Spanish,Chinese,Political Science,Machine Learning,0,0
286,Spanish,Aero Engineering,Political Science,Optimization,French,Chemistry,0,0
287,French,Social Science,Spanish,History,Chemistry,Aero Engineering,1,0
288,Physics,Aero Engineering,Algebra,French,Chorus1,Chorus2,0,1
289,Social Science,Political Science,Aero Engineering,French,English,Spanish,0,0
290,Political Science,Optimization,Chemistry,Spanish,Algebra,Astro Engineering,0,0
291,Physics,Chemistry,Business,Spanish,Chorus1,Chorus2,0,1
292,History,Aero Engineering,Optimization,Political Science,Algebra,Biology,1,0
293,Social Science,Chinese,Business,Political Science,History,Astro Engineering,0,0
294,Chinese,Chemistry,Business,Algebra,English,Political Science,0,0
295,English,Algebra,Spanish,Aero Engineering,Physics,History,0,0
296,Spanish,Algebra,History,Aero Engineering,Chorus1,Chorus2,0,1
297,Business,Optimization,Chemistry,Biology,Astro Engineering,History,0,0
298,Chinese,History,Physics,English,Machine Learning,Political Science,0,0
299,Business,Aero Engineering,English,Biology,Algebra,Physics,0,0
300,French,Chemistry,Optimization,History,Political Science,Machine Learning,1,0
301,Social Science,Biology,Chinese,Spanish,English,Aero Engineering,0,0
302,Optimization,Political Science,Aero Engineering,Machine Learning,English,Social Science,1,0
303,Machine Learning,Aero Engineering,Social Science,Biology,Chorus1,Chorus2,0,1
304,Algebra,Aero Engineering,Machine Learning,Political Science,Biology,French,0,0
305,French,Machine Learning,History,Business,Chorus1,Chorus2,0,1
306,Spanish,Social Science,Physics,Algebra,Biology,French,1,0
307,Biology,Spanish,Astro Engineering,Machine Learning,French,Physics,0,0
308,Physics,English,Aero Engineering,Chemistry,Chorus1,Chorus2,0,1
309,Social Science,Spanish,Political Science,Algebra,Chinese,Aero Engineering,1,0
310,Political Science,English,Business,Biology,Social Science,Optimization,0,0
311,History,English,Physics,French,Aero Engineering,Astro Engineering,0,0
312,Business,Astro Engineering,Chemistry,Social Science,Chorus1,Chorus2,0,1
313,Algebra,Business,Social Science,Biology,English,Optimization,1,0
314,Social Science,History,Optimization,French,Algebra,Machine Learning,0,0
315,Spanish,Social Science,French,Business,Chemistry,Political Science,1,0
316,Optimization,Machine Learning,Political Science,Biology,Physics,French,0,0
317,Chemistry,Political Science,Physics,Optimization,Chorus1,Chorus2,0,1
318,Machine Learning,Optimization,Business,Political Science,Social Science,Aero Engineering,0,0
319,Chemistry,Business,Political Science,Spanish,Algebra,Optimization,0,0
320,History,Biology,Business,French,Chinese,Astro Engineering,1,0
321,French,Algebra,Spanish,Biology,Machine Learning,Chinese,0,0
322,Machine Learning,Chemistry,Physics,Biology,French,History,0,0
323,Chemistry,Political Science,Biology,English,Physics,Optimization,1,0
324,Machine Learning,Political Science,Chinese,Astro Engineering,Optimization,Business,0,0
325,Business,History,Physics,Political Science,Aero Engineering,Chinese,0,0
326,Physics,Biology,Aero Engineering,French,Chinese,Political Science,1,0
327,Spanish,Aero Engineering,Biology,Astro Engineering,Social Science,Chinese,0,0
328,Machine Learning,Chinese,Optimization,Political Science,Social Science,Business,0,0
329,French,Aero Engineering,Chinese,Spanish,Social Science,Machine Learning,0,0
330,Chemistry,Machine Learning,French,Business,Social Science,Political Science,0,0
331,Aero Engineering,Business,Machine Learning,Optimization,Chorus1,Chorus2,0,1
332,Algebra,Social Science,English,Astro Engineering,Physics,Biology,0,0
333,Chemistry,Political Science,Physics,English,Biology,Astro Engineering,0,0
334,Political Science,Spanish,English,Astro Engineering,Algebra,Aero Engineering,0,0
335,Aero Engineering,Social Science,Machine Learning,Physics,Algebra,French,1,0
336,Astro Engineering,Physics,English,Social Science,Chorus1,Chorus2,0,1
337,Political Science,Business,Chemistry,Machine Learning,Chinese,History,0,0
338,Biology,Social Science,Astro Engineering,Optimization,Chorus1,Chorus2,0,1
339,Machine Learning,Aero Engineering,Spanish,Physics,Political Science,Astro Engineering,0,0
340,English,Astro Engineering,Aero Engineering,Machine Learning,Chorus1,Chorus2,0,1
341,Social Science,Aero Engineering,Optimization,Chinese,Chorus1,Chorus2,0,1
342,Chinese,History,Political Science,French,Aero Engineering,Machine Learning,0,0
343,Chemistry,History,Biology,Algebra,Aero Engineering,Machine Learning,0,0
344,Chinese,Business,Optimization,Biology,Political Science,History,1,0
345,Optimization,Aero Engineering,Biology,Political Science,French,Machine Learning,0,0
346,Political Science,Chinese,French,History,Astro Engineering,Chemistry,0,0
347,Chemistry,Biology,Machine Learning,Physics,Chorus1,Chorus2,0,1
348,Machine Learning,Chinese,Optimization,Political Science,Social Science,Chemistry,0,0
349,Chemistry,Astro Engineering,Spanish,Machine Learning,Business,Algebra,0,0
350,Physics,Social Science,Machine Learning,English,Chemistry,History,1,0
351,Physics,History,Political Science,Chinese,French,Chemistry,0,0
352,Optimization,Business,English,Machine Learning,History,Physics,1,0
353,Political Science,Chinese,Spanish,Chemistry,Chorus1,Chorus2,0,1
354,Aero Engineering,Optimization,English,French,Biology,Algebra,0,0
355,Business,Algebra,French,Political Science,Chorus1,Chorus2,0,1
356,Spanish,Physics,Biology,Optimization,Chinese,French,0,0
357,Social Science,Biology,English,Chinese,Physics,French,0,0
358,English,History,Machine Learning,Spanish,Chinese,Algebra,0,0
359,Aero Engineering,Spanish,Physics,Business,Chemistry,Machine Learning,0,0
360,French,Social Science,Algebra,Aero Engineering,Optimization,Chemistry,1,0
361,Biology,Aero Engineering,English,French,History,Chemistry,0,0
362,Physics,Chemistry,Algebra,Optimization,Spanish,Business,1,0
363,Chinese,Physics,Spanish,Social Science,Optimization,Business,0,0
364,Chinese,Political Science,Aero Engineering,French,Optimization,Astro Engineering,0,0
365,Optimization,Business,Spanish,Machine Learning,Social Science,Aero Engineering,0,0
366,French,Spanish,Chinese,Machine Learning,History,Aero Engineering,0,0
367,Chemistry,Aero Engineering,Physics,Biology,Spanish,Astro Engineering,0,0
368,Business,Aero Engineering,History,Astro Engineering,Machine Learning,Chemistry,0,0
369,Spanish,Algebra,Chemistry,Biology,Chorus1,Chorus2,0,1
370,Biology,Machine Learning,Aero Engineering,History,Spanish,Physics,0,0
371,Business,Spanish,Social Science,Biology,Political Science,History,0,0
372,Spanish,Machine Learning,English,Biology,Physics,Optimization,0,0
373,Physics,English,Chemistry,Political Science,Spanish,Astro Engineering,1,0
374,Chinese,Chemistry,Astro Engineering,Aero Engineering,Business,Social Science,0,0
375,Biology,Algebra,English,Chinese,Aero Engineering,Astro Engineering,0,0
376,Aero Engineering,French,Chinese,Chemistry,History,Political Science,1,0
377,History,Astro Engineering,Aero Engineering,Machine Learning,Business,Spanish,1,0
378,Optimization,Machine Learning,Social Science,Algebra,Chorus1,Chorus2,0,1
379,Algebra,Chemistry,Physics,Chinese,French,Political Science,0,0
380,Spanish,Algebra,History,Political Science,English,Business,0,0
381,Biology,English,Optimization,Political Science,Spanish,Chemistry,0,0
382,Optimization,Spanish,History,Physics,Biology,Chemistry,1,0
383,Social Science,History,Spanish,English,Chorus1,Chorus2,0,1
384,Biology,Political Science,English,History,Astro Engineering,Chinese,0,0
385,Chemistry,Machine Learning,Political Science,Biology,Aero Engineering,History,1,0
386,Algebra,English,Business,Physics,Machine Learning,Political Science,0,0
387,Physics,Social Science,Optimization,Spanish,Business,French,0,0
388,Spanish,Chinese,English,Algebra,Aero Engineering,French,1,0
389,Biology,Chinese,Social Science,History,Political Science,Astro Engineering,0,0
390,Machine Learning,Aero Engineering,English,Chemistry,Political Science,Physics,0,0
391,Machine Learning,Chemistry,History,Political Science,Chinese,French,0,0
392,French,Political Science,Optimization,Aero Engineering,Chemistry,Chinese,0,0
393,Chinese,Political Science,Social Science,Chemistry,Algebra,Machine Learning,0,0
394,Physics,Biology,History,Spanish,Algebra,French,0,0
395,Astro Engineering,French,Spanish,Social Science,Business,Political Science,1,0
