,Class 1,Class 2,Class 3,Class 4,Class 5,Class 6,Athlete,Chorus
53,Chinese,Social Science,Machine Learning,Aero Engineering,Physics,History,1,0
54,Biology,Machine Learning,History,English,Political Science,Aero Engineering,0,0
55,Chemistry,Algebra,History,Physics,Social Science,French,0,0
56,French,Business,History,Machine Learning,Chorus1,Chorus2,0,1
57,Spanish,Algebra,Astro Engineering,Optimization,Chorus1,Chorus2,0,1
58,Astro Engineering,Chinese,English,Optimization,Spanish,Machine Learning,0,0
59,History,Chemistry,Machine Learning,Business,Spanish,Aero Engineering,1,0
60,Optimization,Social Science,Spanish,English,French,Biology,0,0
61,Chemistry,English,Aero Engineering,History,Astro Engineering,Algebra,0,0
62,French,Optimization,Biology,Aero Engineering,Machine Learning,Social Science,0,0
63,Chemistry,Optimization,Astro Engineering,Machine Learning,History,Chinese,0,0
64,Chinese,Aero Engineering,Biology,Machine Learning,Social Science,Business,1,0
65,Biology,Aero Engineering,History,Algebra,Social Science,English,0,0
66,Chemistry,Astro Engineering,French,Biology,Physics,Algebra,1,0
67,Chemistry,Physics,Algebra,English,French,Social Science,1,0
68,Aero Engineering,Spanish,Chinese,Social Science,Chorus1,Chorus2,0,1
69,Business,Aero Engineering,Astro Engineering,Physics,English,Spanish,1,0
70,English,Chemistry,Astro Engineering,Physics,Algebra,Business,0,0
71,English,Chinese,Spanish,Machine Learning,Social Science,Astro Engineering,0,0
72,English,Biology,Optimization,Astro Engineering,Chemistry,Algebra,0,0
73,Machine Learning,Spanish,Aero Engineering,Astro Engineering,Chorus1,Chorus2,0,1
74,Chinese,Machine Learning,Social Science,Optimization,Political Science,English,0,0
75,Machine Learning,English,Chemistry,Algebra,Chinese,Political Science,0,0
76,Chinese,Biology,Algebra,Political Science,Business,Aero Engineering,0,0
77,History,Business,Physics,English,Political Science,Astro Engineering,1,0
78,Chemistry,Spanish,Biology,Algebra,Chorus1,Chorus2,0,1
79,Optimization,Chemistry,History,Spanish,Chorus1,Chorus2,0,1
80,Political Science,Optimization,Algebra,Biology,Aero Engineering,Chemistry,0,0
81,Chinese,Business,Political Science,French,Chemistry,Spanish,0,0
82,French,Political Science,Spanish,Physics,Aero Engineering,Social Science,0,0
83,Business,Chinese,English,Physics,Biology,Chemistry,0,0
84,History,Spanish,Social Science,Chinese,Business,Algebra,0,0
85,Business,Algebra,Chinese,Astro Engineering,Optimization,Aero Engineering,0,0
86,History,Business,Political Science,Machine Learning,Chorus1,Chorus2,0,1
87,Machine Learning,History,Optimization,Business,Chorus1,Chorus2,0,1
88,Machine Learning,Chemistry,Business,Aero Engineering,Social Science,Spanish,1,0
89,Social Science,Political Science,Algebra,English,French,Machine Learning,0,0
90,Business,Spanish,French,Algebra,History,Political Science,1,0
91,Business,French,Political Science,Chinese,Aero Engineering,Astro Engineering,0,0
92,Optimization,Aero Engineering,Business,Machine Learning,Astro Engineering,Chemistry,1,0
93,Political Science,Social Science,Optimization,Physics,Business,Chinese,1,0
94,French,Machine Learning,Chinese,Biology,Business,Chemistry,0,0
95,Machine Learning,Spanish,French,Business,Chorus1,Chorus2,0,1
96,Political Science,Biology,Physics,Chinese,Spanish,Business,0,0
97,Physics,Chemistry,Political Science,Machine Learning,Spanish,Optimization,0,0
98,Physics,English,Business,Chemistry,Chorus1,Chorus2,0,1
99,French,Chinese,Algebra,Biology,Spanish,Political Science,1,0
100,Political Science,Social Science,Astro Engineering,Physics,Aero Engineering,Business,0,0
101,Biology,Algebra,History,Chemistry,Spanish,Political Science,0,0
102,Astro Engineering,Social Science,Physics,English,Chemistry,Optimization,0,0
103,French,Optimization,Astro Engineering,Political Science,History,Machine Learning,1,0
104,Machine Learning,Biology,History,English,Social Science,Chemistry,0,0
105,Biology,Social Science,Chemistry,Physics,Astro Engineering,Algebra,0,0
106,Business,Optimization,Algebra,Aero Engineering,Astro Engineering,Physics,0,0
107,Chemistry,Astro Engineering,Spanish,Chinese,Biology,Algebra,0,0
108,Physics,Machine Learning,Social Science,Astro Engineering,Biology,French,0,0
109,Social Science,History,English,Algebra,Chorus1,Chorus2,0,1
110,Optimization,Astro Engineering,English,Aero Engineering,Social Science,Chemistry,1,0
111,Political Science,Social Science,Biology,Machine Learning,Astro Engineering,History,0,0
112,History,English,French,Spanish,Business,Biology,0,0
113,Business,Optimization,Spanish,History,Biology,Astro Engineering,1,0
114,Biology,Physics,Chemistry,Chinese,Spanish,English,1,0
115,Astro Engineering,Biology,French,Business,Chorus1,Chorus2,0,1
116,Machine Learning,Social Science,French,Physics,Algebra,Political Science,0,0
117,History,Astro Engineering,English,Aero Engineering,Algebra,Spanish,0,0
118,Machine Learning,Physics,Chemistry,History,Social Science,Optimization,1,0
119,Social Science,Algebra,Business,Biology,Chemistry,Physics,0,0
120,Social Science,Algebra,English,Spanish,History,Astro Engineering,0,0
121,Astro Engineering,Optimization,Biology,Social Science,Spanish,English,0,0
122,Business,Biology,Astro Engineering,English,Social Science,Aero Engineering,0,0
123,History,Business,Chinese,Biology,Chorus1,Chorus2,0,1
124,Machine Learning,Optimization,Algebra,Aero Engineering,Biology,Physics,0,0
125,Machine Learning,Business,Chinese,English,Physics,Biology,1,0
126,French,Astro Engineering,Business,Aero Engineering,Chemistry,Social Science,1,0
127,Chemistry,Social Science,French,History,Business,Political Science,1,0
128,Chinese,Biology,History,Astro Engineering,English,Aero Engineering,0,0
129,Algebra,Physics,Spanish,Machine Learning,Optimization,Aero Engineering,0,0
130,French,Business,Optimization,Chinese,Physics,Social Science,1,0
131,Chinese,Optimization,Aero Engineering,Physics,Social Science,Chemistry,0,0
132,Political Science,Machine Learning,Astro Engineering,Algebra,Physics,Chemistry,0,0
133,History,Aero Engineering,Chinese,Chemistry,Spanish,Political Science,1,0
134,Optimization,French,Algebra,Aero Engineering,Political Science,Chinese,1,0
135,History,Algebra,Aero Engineering,English,Political Science,Social Science,0,0
136,Chinese,Machine Learning,Chemistry,Social Science,French,Spanish,0,0
137,French,Chemistry,Spanish,Physics,Chorus1,Chorus2,0,1
138,Aero Engineering,Chinese,Astro Engineering,Machine Learning,Business,Physics,0,0
139,Astro Engineering,Chemistry,Machine Learning,Optimization,Aero Engineering,Spanish,0,0
140,Biology,Business,Political Science,English,Chorus1,Chorus2,0,1
141,Algebra,Spanish,History,Optimization,Biology,Aero Engineering,0,0
142,Chemistry,Algebra,Spanish,Machine Learning,Aero Engineering,History,0,0
143,English,Astro Engineering,French,Chinese,Chorus1,Chorus2,0,1
144,Aero Engineering,Business,Machine Learning,History,Chorus1,Chorus2,0,1
145,Biology,Physics,Machine Learning,English,Chorus1,Chorus2,0,1
146,Chinese,Business,Physics,French,Social Science,Aero Engineering,1,0
147,Political Science,Physics,Chinese,Chemistry,Algebra,History,0,0
148,Business,History,Political Science,French,Astro Engineering,Machine Learning,1,0
149,Astro Engineering,Business,Algebra,French,Biology,Chinese,0,0
150,Spanish,Optimization,Astro Engineering,Business,Chemistry,Aero Engineering,1,0
151,French,Political Science,Social Science,Chemistry,Chinese,Aero Engineering,0,0
152,Political Science,Business,Optimization,Chinese,English,French,0,0
153,Spanish,Optimization,Chemistry,Biology,French,History,0,0
154,Optimization,Machine Learning,Business,Physics,French,History,0,0
155,Astro Engineering,Physics,Algebra,English,Business,Aero Engineering,0,0
156,Optimization,Social Science,History,Algebra,Chemistry,Biology,0,0
157,Optimization,Chemistry,Astro Engineering,Aero Engineering,Spanish,English,0,0
158,Political Science,French,History,Astro Engineering,Chorus1,Chorus2,0,1
159,Optimization,Physics,Political Science,Spanish,Chemistry,French,0,0
160,Aero Engineering,Business,French,Political Science,Social Science,Biology,0,0
161,Spanish,Physics,Business,French,Chorus1,Chorus2,0,1
162,Machine Learning,History,Business,Social Science,Chorus1,Chorus2,0,1
163,Spanish,Political Science,Astro Engineering,History,Machine Learning,Biology,0,0
164,Astro Engineering,Social Science,Business,Optimization,Chorus1,Chorus2,0,1
165,Physics,Chinese,Aero Engineering,French,Algebra,Optimization,0,0
166,Chinese,Spanish,Aero Engineering,Business,Astro Engineering,English,0,0
167,Algebra,Astro Engineering,Aero Engineering,Physics,Biology,Social Science,0,0
168,Biology,Optimization,History,French,Chinese,Chemistry,0,0
169,Machine Learning,Chinese,Spanish,Aero Engineering,Astro Engineering,French,0,0
170,History,Algebra,Political Science,Business,Spanish,Machine Learning,0,0
171,Political Science,Physics,Biology,Algebra,Astro Engineering,Social Science,1,0
172,Spanish,Astro Engineering,Chemistry,French,Algebra,Chinese,0,0
173,History,Machine Learning,Political Science,Chemistry,Business,French,0,0
174,Machine Learning,Social Science,Optimization,Algebra,French,Spanish,0,0
175,Aero Engineering,Biology,Social Science,Machine Learning,Optimization,Spanish,1,0
176,Biology,Machine Learning,English,Astro Engineering,Algebra,Social Science,0,0
177,Chinese,Physics,Aero Engineering,Political Science,Biology,French,1,0
178,History,Spanish,Biology,French,Physics,Business,0,0
179,Social Science,History,Business,Optimization,Spanish,Astro Engineering,0,0
180,Chinese,Aero Engineering,Machine Learning,Political Science,Spanish,History,0,0
181,Optimization,Astro Engineering,Spanish,English,Chorus1,Chorus2,0,1
182,Aero Engineering,Chinese,Chemistry,French,Physics,Business,1,0
183,Chemistry,Machine Learning,Spanish,Social Science,Algebra,Business,0,0
184,English,Optimization,Astro Engineering,Machine Learning,Chinese,Social Science,0,0
185,Business,Chemistry,Astro Engineering,History,Machine Learning,Biology,0,0
186,French,Machine Learning,Social Science,History,Chemistry,Optimization,0,0
187,History,Spanish,Optimization,Physics,French,Political Science,0,0
188,Optimization,Machine Learning,Astro Engineering,Chinese,History,Social Science,0,0
189,Astro Engineering,Aero Engineering,Chinese,Physics,English,Political Science,1,0
190,French,History,Physics,Chinese,Machine Learning,Aero Engineering,0,0
191,Biology,Optimization,Algebra,Social Science,Chemistry,Aero Engineering,1,0
192,History,Algebra,Optimization,Chinese,Chorus1,Chorus2,0,1
193,Aero Engineering,Algebra,Spanish,Political Science,English,Chinese,1,0
194,History,French,Spanish,Biology,Business,Physics,1,0
195,Aero Engineering,Astro Engineering,Political Science,Business,Social Science,History,0,0
196,English,Machine Learning,History,French,Physics,Biology,1,0
197,Astro Engineering,Physics,Biology,Spanish,Chorus1,Chorus2,0,1
198,Physics,Business,French,English,Biology,Chinese,0,0
199,History,English,Astro Engineering,Spanish,Chemistry,French,1,0
200,English,Business,Aero Engineering,French,Social Science,History,0,0
201,Machine Learning,History,Biology,English,Chorus1,Chorus2,0,1
202,Aero Engineering,Chinese,Astro Engineering,Algebra,Spanish,Business,0,0
203,History,Optimization,Astro Engineering,English,Spanish,French,1,0
204,History,English,Biology,Chinese,Astro Engineering,French,1,0
205,Biology,History,Business,Physics,Chemistry,Chinese,0,0
206,Astro Engineering,Machine Learning,History,French,Algebra,Biology,0,0
207,French,Political Science,Optimization,Astro Engineering,Chinese,Biology,0,0
208,History,Social Science,Aero Engineering,Astro Engineering,English,Political Science,0,0
209,French,Aero Engineering,Business,Chinese,Astro Engineering,History,1,0
210,Astro Engineering,Aero Engineering,French,Chinese,Spanish,Physics,0,0
211,Social Science,Astro Engineering,Chemistry,Optimization,Chorus1,Chorus2,0,1
212,English,Machine Learning,Political Science,Aero Engineering,Spanish,Social Science,0,0
213,Machine Learning,Chemistry,Political Science,Social Science,Biology,Spanish,0,0
214,French,Aero Engineering,History,Chinese,Biology,Business,1,0
215,Optimization,Chemistry,Biology,French,Algebra,Machine Learning,0,0
216,French,Chinese,Political Science,Business,Biology,Machine Learning,0,0
217,Algebra,Biology,History,Chemistry,Chorus1,Chorus2,0,1
218,History,Social Science,Political Science,Optimization,Machine Learning,Biology,0,0
219,Spanish,English,Astro Engineering,Business,Aero Engineering,Chinese,0,0
220,Social Science,Aero Engineering,Machine Learning,Biology,Optimization,Chinese,1,0
221,Physics,Astro Engineering,History,Aero Engineering,Chorus1,Chorus2,0,1
222,Chinese,Business,Astro Engineering,Machine Learning,Social Science,Physics,1,0
223,Business,Political Science,Chinese,French,Machine Learning,Chemistry,0,0
224,Chemistry,History,Optimization,Physics,Chorus1,Chorus2,0,1
225,Biology,Political Science,Chemistry,Optimization,Chinese,French,0,0
226,Political Science,Chinese,Optimization,Biology,Business,Algebra,0,0
227,Chemistry,Astro Engineering,History,Algebra,Political Science,Spanish,0,0
228,Biology,Spanish,Astro Engineering,Chinese,English,French,0,0
229,Spanish,Aero Engineering,Chemistry,Biology,English,Business,1,0
230,Spanish,Chinese,English,Biology,French,Aero Engineering,0,0
231,Optimization,English,Algebra,Business,Chorus1,Chorus2,0,1
232,Astro Engineering,Aero Engineering,French,Chinese,English,Social Science,0,0
233,Business,Physics,Algebra,Astro Engineering,Biology,Political Science,1,0
234,Chemistry,English,Business,Machine Learning,Optimization,Political Science,0,0
235,Political Science,Spanish,French,English,Biology,Optimization,0,0
236,Machine Learning,Social Science,Chemistry,Optimization,Algebra,English,0,0
237,Optimization,French,English,Machine Learning,Chemistry,Astro Engineering,0,0
238,Optimization,Astro Engineering,Chinese,English,Chorus1,Chorus2,0,1
239,Biology,Aero Engineering,History,Spanish,Chorus1,Chorus2,0,1
240,Aero Engineering,Spanish,History,Business,Machine Learning,Astro Engineering,0,0
241,Machine Learning,Algebra,Chemistry,Astro Engineering,Business,Optimization,0,0
242,Chinese,History,Optimization,English,Chemistry,French,0,0
243,Political Science,Aero Engineering,Business,French,Machine Learning,Biology,0,0
244,Business,Optimization,Biology,Chinese,Algebra,Social Science,0,0
245,Spanish,Biology,Machine Learning,Political Science,English,Algebra,1,0
246,Chinese,Physics,Biology,English,Machine Learning,Business,1,0
247,Chinese,Algebra,English,Chemistry,Physics,History,0,0
248,English,Optimization,Algebra,Physics,Chorus1,Chorus2,0,1
249,Algebra,Optimization,English,Aero Engineering,Machine Learning,Business,0,0
250,English,Biology,Astro Engineering,Optimization,French,Chinese,1,0
251,Aero Engineering,Social Science,Chemistry,Political Science,History,English,0,0
252,Business,English,Astro Engineering,Spanish,History,Optimization,1,0
253,Chemistry,Aero Engineering,English,Biology,Astro Engineering,Machine Learning,1,0
254,Political Science,Aero Engineering,Spanish,English,Astro Engineering,Physics,0,0
255,Biology,Spanish,History,Chinese,English,Social Science,0,0
256,Algebra,Social Science,Physics,Machine Learning,Astro Engineering,Chinese,0,0
257,Optimization,French,Algebra,Machine Learning,Business,Astro Engineering,0,0
258,History,Chinese,English,Algebra,Spanish,Chemistry,1,0
259,English,Aero Engineering,Business,Astro Engineering,Chinese,Chemistry,0,0
260,Astro Engineering,Biology,Spanish,Optimization,Chorus1,Chorus2,0,1
261,Chinese,Aero Engineering,Chemistry,Spanish,Optimization,Business,1,0
262,English,Physics,Aero Engineering,Political Science,History,Chemistry,0,0
263,Chinese,Machine Learning,History,Business,Social Science,English,0,0
264,Optimization,Chinese,Spanish,English,Biology,Algebra,1,0
265,Social Science,Physics,French,Optimization,Chorus1,Chorus2,0,1
266,Astro Engineering,English,French,Aero Engineering,Chorus1,Chorus2,0,1
267,French,Algebra,Political Science,Chemistry,Business,Chinese,1,0
268,Machine Learning,Biology,Social Science,Algebra,Political Science,Chinese,0,0
269,Business,Chemistry,Astro Engineering,Machine Learning,Physics,Social Science,0,0
270,History,French,Aero Engineering,Political Science,Chorus1,Chorus2,0,1
271,French,Political Science,Machine Learning,Social Science,English,Spanish,0,0
272,Political Science,Machine Learning,French,Astro Engineering,Chinese,Social Science,1,0
273,Biology,Political Science,Optimization,Machine Learning,Social Science,Business,0,0
274,History,Optimization,Algebra,Machine Learning,Chorus1,Chorus2,0,1
275,History,Optimization,Social Science,Chinese,French,Chemistry,0,0
276,Spanish,Physics,Astro Engineering,Political Science,French,Chinese,0,0
277,Chinese,Social Science,English,Chemistry,Biology,Physics,0,0
278,Chinese,History,Astro Engineering,Physics,Social Science,French,0,0
279,Chinese,Business,Optimization,Social Science,Astro Engineering,History,1,0
280,Machine Learning,Spanish,History,Biology,Chorus1,Chorus2,0,1
281,Chemistry,Biology,Aero Engineering,Social Science,Chorus1,Chorus2,0,1
282,Business,Astro Engineering,Optimization,Aero Engineering,Spanish,English,0,0
283,Astro Engineering,Chemistry,Machine Learning,Aero Engineering,Spanish,Biology,0,0
284,Aero Engineering,Astro Engineering,History,Social Science,Chinese,Spanish,1,0
285,Optimization,History,Business,Chinese,Chorus1,Chorus2,0,1
286,Political Science,Chinese,Optimization,Business,Biology,Spanish,0,0
287,Chemistry,Machine Learning,Biology,Spanish,Algebra,Optimization,0,0
288,French,Political Science,Biology,Optimization,Business,Machine Learning,0,0
289,Political Science,Aero Engineering,Algebra,Biology,Chinese,Astro Engineering,0,0
290,French,Political Science,Chemistry,Chinese,Physics,Biology,1,0
291,Spanish,Political Science,Biology,Business,Social Science,Astro Engineering,0,0
292,French,Chinese,Chemistry,Physics,History,Aero Engineering,1,0
293,Aero Engineering,Biology,French,Business,Chorus1,Chorus2,0,1
294,History,Political Science,Social Science,Algebra,English,Business,0,0
295,History,Astro Engineering,English,Social Science,Optimization,Physics,0,0
296,Chemistry,History,Aero Engineering,French,Biology,Machine Learning,1,0
297,Machine Learning,Algebra,Social Science,Physics,Chinese,Political Science,1,0
298,Physics,Optimization,Algebra,Aero Engineering,Business,French,0,0
299,Business,Political Science,French,History,Aero Engineering,Chemistry,0,0
300,Spanish,Algebra,Social Science,Aero Engineering,Political Science,Astro Engineering,1,0
301,Chemistry,Social Science,Algebra,Chinese,Physics,History,1,0
302,Political Science,Physics,English,Astro Engineering,Spanish,Business,1,0
303,Optimization,English,History,Political Science,French,Algebra,0,0
304,Chemistry,Optimization,Aero Engineering,Social Science,French,History,1,0
305,Astro Engineering,Optimization,Biology,History,Chemistry,Physics,0,0
306,Political Science,Chinese,Machine Learning,Optimization,Astro Engineering,Social Science,0,0
307,Chemistry,Machine Learning,Optimization,History,Spanish,Biology,1,0
308,Optimization,Political Science,Astro Engineering,Chinese,Spanish,History,0,0
309,Optimization,English,Astro Engineering,Chinese,Political Science,French,0,0
310,Algebra,Business,Optimization,Political Science,Machine Learning,Social Science,0,0
311,English,Machine Learning,Aero Engineering,History,Physics,Biology,0,0
312,Chemistry,Optimization,Biology,Machine Learning,Chorus1,Chorus2,0,1
313,Business,Biology,English,Social Science,Machine Learning,Spanish,0,0
314,French,Aero Engineering,Chinese,Physics,English,Spanish,1,0
315,Astro Engineering,Algebra,Machine Learning,Biology,Aero Engineering,Chemistry,0,0
316,Optimization,Biology,Aero Engineering,Business,Chorus1,Chorus2,0,1
317,Aero Engineering,English,Algebra,Machine Learning,Chorus1,Chorus2,0,1
318,Chemistry,History,Spanish,English,Political Science,Business,0,0
319,History,English,Algebra,Chinese,Aero Engineering,Social Science,1,0
320,Political Science,Social Science,English,Astro Engineering,Chorus1,Chorus2,0,1
321,Chemistry,Business,Political Science,Spanish,Biology,Chinese,1,0
322,Astro Engineering,Spanish,Aero Engineering,Algebra,Chorus1,Chorus2,0,1
323,Chemistry,Political Science,Optimization,Aero Engineering,Social Science,Astro Engineering,0,0
324,Chemistry,Spanish,Astro Engineering,Optimization,Biology,Political Science,0,0
325,Algebra,Spanish,Physics,Machine Learning,History,Chinese,1,0
326,Chinese,English,Social Science,Biology,Chorus1,Chorus2,0,1
327,Social Science,French,Optimization,Aero Engineering,Chemistry,Chinese,0,0
328,Chinese,Biology,Astro Engineering,History,Social Science,Spanish,0,0
329,French,History,English,Social Science,Spanish,Aero Engineering,0,0
330,French,Machine Learning,Algebra,Aero Engineering,Physics,Biology,0,0
331,Physics,Optimization,French,Astro Engineering,History,English,0,0
332,Physics,Chemistry,English,Chinese,Optimization,Algebra,0,0
333,Political Science,Business,Machine Learning,Astro Engineering,Aero Engineering,Physics,1,0
334,History,Social Science,Algebra,Spanish,Business,Aero Engineering,1,0
335,Chemistry,Astro Engineering,Business,Physics,Political Science,Biology,1,0
336,Political Science,Chemistry,Algebra,Optimization,French,English,0,0
337,Optimization,Biology,Business,Spanish,Social Science,French,0,0
338,Social Science,Political Science,Chinese,Machine Learning,Spanish,Algebra,0,0
339,Spanish,Chemistry,Algebra,Optimization,Machine Learning,Business,0,0
340,English,Algebra,Spanish,Optimization,Chorus1,Chorus2,0,1
341,Chinese,Business,History,Physics,Algebra,Spanish,0,0
342,Business,Biology,Chinese,Algebra,Social Science,French,1,0
343,History,Biology,French,Aero Engineering,Chorus1,Chorus2,0,1
344,Spanish,English,Biology,History,Business,Algebra,0,0
345,Social Science,Biology,History,English,Astro Engineering,Optimization,0,0
346,English,Chinese,Aero Engineering,Social Science,Chorus1,Chorus2,0,1
347,Astro Engineering,Aero Engineering,Physics,Chinese,Chemistry,English,1,0
348,Physics,Aero Engineering,English,Algebra,Chorus1,Chorus2,0,1
349,Physics,Chinese,English,Business,Biology,Chemistry,0,0
350,Spanish,French,Business,Aero Engineering,Astro Engineering,Chinese,0,0
351,Chemistry,French,Spanish,History,Astro Engineering,Aero Engineering,1,0
352,Astro Engineering,Algebra,History,Social Science,Chorus1,Chorus2,0,1
353,Machine Learning,Chinese,English,Political Science,Aero Engineering,History,1,0
354,Optimization,English,Chinese,Algebra,Chorus1,Chorus2,0,1
355,English,Business,Algebra,Aero Engineering,Chinese,Spanish,0,0
356,Political Science,Spanish,Biology,Social Science,Chorus1,Chorus2,0,1
357,Algebra,Aero Engineering,Social Science,Astro Engineering,Chorus1,Chorus2,0,1
358,Business,English,Chemistry,Physics,Chorus1,Chorus2,0,1
359,French,Physics,Business,Astro Engineering,Chorus1,Chorus2,0,1
360,Business,Biology,Aero Engineering,Social Science,Optimization,Machine Learning,1,0
361,Optimization,Spanish,Algebra,English,Machine Learning,Chemistry,0,0
362,Physics,Chemistry,Machine Learning,Social Science,History,Biology,1,0
363,Social Science,Chinese,History,Optimization,Biology,Chemistry,0,0
364,Machine Learning,Social Science,French,Algebra,Biology,Spanish,0,0
365,Optimization,French,Social Science,History,Machine Learning,Algebra,0,0
366,Chinese,Spanish,Business,Chemistry,Optimization,Aero Engineering,1,0
367,Political Science,Biology,Algebra,Spanish,History,Astro Engineering,0,0
368,Machine Learning,Astro Engineering,Business,French,Physics,Chinese,1,0
369,Business,History,Machine Learning,Chemistry,English,Spanish,0,0
370,Algebra,Optimization,Chinese,Machine Learning,Aero Engineering,French,1,0
371,Optimization,Spanish,Machine Learning,Social Science,Physics,French,1,0
372,Political Science,Optimization,Astro Engineering,French,English,Spanish,0,0
373,History,Algebra,Spanish,Chemistry,Chinese,Political Science,1,0
374,Political Science,Algebra,Machine Learning,Spanish,Optimization,Chinese,1,0
375,Social Science,Spanish,French,Optimization,Biology,English,1,0
376,Spanish,Biology,Physics,Optimization,Chorus1,Chorus2,0,1
377,English,Aero Engineering,Biology,History,Machine Learning,Chemistry,0,0
378,Machine Learning,Social Science,History,Chemistry,Astro Engineering,English,0,0
379,Aero Engineering,Biology,Business,Social Science,Algebra,Political Science,0,0
380,Algebra,Business,History,Physics,Political Science,Astro Engineering,0,0
381,Business,Physics,Biology,Machine Learning,Aero Engineering,Chinese,0,0
382,Physics,French,Social Science,History,Business,English,0,0
383,Spanish,Machine Learning,Biology,Optimization,Astro Engineering,Chinese,0,0
384,Spanish,Machine Learning,Social Science,Political Science,Business,Aero Engineering,0,0
385,Political Science,Spanish,Aero Engineering,Social Science,Machine Learning,Astro Engineering,0,0
386,Physics,Algebra,Chemistry,Machine Learning,Social Science,Chinese,0,0
387,Algebra,Optimization,History,French,Chorus1,Chorus2,0,1
388,Machine Learning,Astro Engineering,Business,English,Biology,Chemistry,0,0
389,Algebra,Physics,History,Optimization,Chemistry,Social Science,0,0
390,Social Science,Business,Chinese,Political Science,Algebra,Optimization,1,0
391,French,Political Science,Chemistry,Machine Learning,Aero Engineering,Biology,0,0
392,Biology,Social Science,Chinese,English,French,Astro Engineering,0,0
393,Aero Engineering,Political Science,Astro Engineering,Spanish,French,Chemistry,1,0
394,Business,Political Science,English,French,Chemistry,History,0,0
395,Machine Learning,Spanish,Algebra,Aero Engineering,French,Business,1,0
396,Social Science,French,Chinese,Aero Engineering,Algebra,Business,0,0
397,Business,History,Spanish,Political Science,English,Chemistry,1,0
