,Class 1,Class 2,Class 3,Class 4,Class 5,Class 6,Athlete,Chorus
177,English,Aero Engineering,Optimization,French,Chorus1,Chorus2,0,1
178,Biology,English,Physics,Aero Engineering,Chemistry,Political Science,0,0
179,Algebra,Physics,Machine Learning,Spanish,Political Science,History,0,0
180,Political Science,Optimization,Algebra,Chinese,History,Astro Engineering,0,0
181,Machine Learning,Spanish,Aero Engineering,Biology,English,Political Science,1,0
182,History,Political Science,Social Science,Algebra,French,Optimization,0,0
183,Astro Engineering,Biology,History,Chemistry,Spanish,Algebra,0,0
184,English,Physics,Machine Learning,Political Science,French,Biology,0,0
185,Algebra,Political Science,Machine Learning,Optimization,Astro Engineering,Biology,0,0
186,Machine Learning,English,History,Chinese,Astro Engineering,Algebra,1,0
187,French,Algebra,Astro Engineering,History,English,Spanish,0,0
188,Physics,Social Science,Machine Learning,Astro Engineering,Spanish,Chinese,0,0
189,Astro Engineering,Algebra,Biology,Machine Learning,Optimization,History,0,0
190,Aero Engineering,Machine Learning,Chemistry,Spanish,Chorus1,Chorus2,0,1
191,Spanish,Algebra,Chemistry,Optimization,Political Science,Chinese,0,0
192,Business,Optimization,Chemistry,Social Science,French,Machine Learning,0,0
193,Political Science,Business,Astro Engineering,Chemistry,Aero Engineering,Biology,1,0
194,Astro Engineering,Social Science,Spanish,Chemistry,History,Aero Engineering,0,0
195,Political Science,Algebra,Astro Engineering,Social Science,History,Business,0,0
196,Aero Engineering,Social Science,French,Chemistry,Astro Engineering,Physics,0,0
197,History,English,Political Science,French,Astro Engineering,Biology,0,0
198,Biology,French,Political Science,English,Astro Engineering,Business,0,0
199,Spanish,Optimization,Social Science,Algebra,Chinese,Physics,0,0
200,History,Physics,French,Spanish,Chorus1,Chorus2,0,1
201,Optimization,Chemistry,Spanish,Business,Chorus1,Chorus2,0,1
202,Physics,Aero Engineering,French,Algebra,Spanish,Chinese,0,0
203,Machine Learning,French,Chinese,Social Science,Chemistry,Optimization,0,0
204,Spanish,Physics,Political Science,Algebra,Astro Engineering,Biology,0,0
205,Algebra,Biology,Astro Engineering,Business,Chorus1,Chorus2,0,1
206,Physics,Chinese,Machine Learning,Astro Engineering,Spanish,Social Science,1,0
207,Business,Physics,Political Science,Biology,Social Science,Chemistry,0,0
208,Optimization,Political Science,Aero Engineering,Algebra,Chorus1,Chorus2,0,1
209,Astro Engineering,Chemistry,Machine Learning,Political Science,History,Social Science,1,0
210,Business,Social Science,Aero Engineering,Astro Engineering,English,History,0,0
211,English,Biology,French,Social Science,Physics,History,0,0
212,Optimization,English,Machine Learning,Business,Algebra,Social Science,1,0
213,History,Chemistry,Political Science,Business,Chorus1,Chorus2,0,1
214,English,Chemistry,Physics,Astro Engineering,Biology,Political Science,0,0
215,Optimization,Social Science,Machine Learning,History,Chorus1,Chorus2,0,1
216,Chemistry,Social Science,Optimization,Biology,Aero Engineering,History,0,0
217,Astro Engineering,Biology,French,Physics,Aero Engineering,Machine Learning,0,0
218,English,Spanish,French,Chemistry,Social Science,Business,0,0
219,Business,English,Optimization,Social Science,Aero Engineering,Algebra,0,0
220,Chemistry,Optimization,Machine Learning,Social Science,Chinese,Astro Engineering,1,0
221,Machine Learning,Business,Physics,Chinese,Biology,Aero Engineering,0,0
222,Astro Engineering,Social Science,History,Physics,Chemistry,Aero Engineering,0,0
223,Business,Social Science,Algebra,Political Science,French,Chinese,0,0
224,Political Science,Physics,Aero Engineering,Chemistry,Machine Learning,Optimization,0,0
225,History,Political Science,French,Physics,Chemistry,Social Science,0,0
226,Biology,Business,Social Science,Algebra,Spanish,Chemistry,0,0
227,Political Science,Spanish,Aero Engineering,Astro Engineering,Chinese,French,1,0
228,Biology,Physics,Machine Learning,Astro Engineering,Business,English,0,0
229,Chemistry,English,Machine Learning,Biology,Chinese,History,1,0
230,Chinese,History,Astro Engineering,Physics,Social Science,Optimization,1,0
231,Physics,Spanish,Astro Engineering,Business,Algebra,Biology,0,0
232,Spanish,Physics,English,Aero Engineering,Political Science,French,0,0
233,English,French,History,Business,Aero Engineering,Political Science,0,0
234,Chemistry,Social Science,History,Algebra,Political Science,English,0,0
235,Optimization,Aero Engineering,Machine Learning,Astro Engineering,English,Chinese,1,0
236,Political Science,Social Science,Machine Learning,Business,History,Aero Engineering,0,0
237,Optimization,Social Science,Business,Astro Engineering,Physics,Spanish,1,0
238,English,Machine Learning,Optimization,Chemistry,Biology,Astro Engineering,0,0
239,Optimization,Spanish,Algebra,Biology,Physics,English,0,0
240,Business,Social Science,Political Science,English,Biology,French,1,0
241,Machine Learning,Social Science,Algebra,Astro Engineering,Chemistry,Optimization,0,0
242,Physics,Astro Engineering,Chemistry,History,English,Social Science,1,0
243,History,French,Machine Learning,Algebra,Aero Engineering,Optimization,0,0
244,History,Optimization,Political Science,French,Social Science,Business,1,0
245,Political Science,Physics,Algebra,Chinese,Chorus1,Chorus2,0,1
246,English,Chinese,Business,Algebra,Aero Engineering,Social Science,0,0
247,History,Physics,Algebra,Machine Learning,Political Science,Biology,0,0
248,Political Science,Algebra,English,Business,French,Aero Engineering,1,0
249,English,Optimization,Physics,Political Science,Chemistry,Machine Learning,0,0
250,Business,Spanish,English,Algebra,Chorus1,Chorus2,0,1
251,Chemistry,Biology,Machine Learning,Spanish,History,Business,0,0
252,Physics,Biology,Business,French,Chorus1,Chorus2,0,1
253,Algebra,Machine Learning,Optimization,Aero Engineering,Social Science,Political Science,1,0
254,Aero Engineering,Astro Engineering,Machine Learning,Physics,Social Science,Chinese,0,0
255,Physics,Chemistry,Optimization,Chinese,Social Science,Political Science,0,0
256,Astro Engineering,Biology,Algebra,English,History,Optimization,0,0
257,Spanish,Algebra,English,Astro Engineering,Optimization,Aero Engineering,0,0
258,French,Chemistry,Political Science,Aero Engineering,Chorus1,Chorus2,0,1
259,Machine Learning,Spanish,Social Science,English,Business,Physics,0,0
260,Social Science,Physics,Political Science,Machine Learning,Astro Engineering,Business,0,0
261,Chemistry,Social Science,English,Machine Learning,Chorus1,Chorus2,0,1
262,French,Machine Learning,Political Science,Algebra,Astro Engineering,Chinese,0,0
263,Machine Learning,Chemistry,Optimization,Political Science,Chorus1,Chorus2,0,1
264,Aero Engineering,Business,History,Spanish,Chinese,Political Science,1,0
265,Business,Machine Learning,Political Science,Aero Engineering,Physics,Optimization,0,0
266,Aero Engineering,Machine Learning,Chemistry,Spanish,English,History,0,0
267,Astro Engineering,English,Optimization,Political Science,Machine Learning,Chinese,1,0
268,History,Chinese,Political Science,Social Science,Spanish,English,1,0
269,Aero Engineering,Algebra,History,Spanish,Chorus1,Chorus2,0,1
270,French,Chemistry,Political Science,Physics,Chorus1,Chorus2,0,1
271,Optimization,History,Biology,Astro Engineering,Aero Engineering,Chemistry,0,0
272,Optimization,Physics,Biology,Algebra,Spanish,Astro Engineering,0,0
273,Biology,Chemistry,French,Political Science,Business,Algebra,0,0
274,Political Science,Machine Learning,Optimization,Spanish,Aero Engineering,Astro Engineering,0,0
275,Spanish,Social Science,Machine Learning,Chinese,History,English,1,0
276,Social Science,English,Optimization,Chinese,Machine Learning,Biology,0,0
277,English,Physics,Political Science,Chinese,History,Algebra,0,0
278,Spanish,Aero Engineering,English,History,Optimization,Political Science,0,0
279,History,Astro Engineering,Business,French,Chorus1,Chorus2,0,1
280,Chinese,Chemistry,Aero Engineering,Political Science,Physics,Social Science,0,0
281,History,Algebra,English,Chinese,Machine Learning,Physics,1,0
282,Political Science,Business,Astro Engineering,Physics,French,Spanish,1,0
283,Spanish,English,French,History,Biology,Chinese,1,0
284,Chemistry,French,Chinese,Political Science,Aero Engineering,Astro Engineering,0,0
285,Astro Engineering,History,French,Spanish,Chorus1,Chorus2,0,1
286,Astro Engineering,Chemistry,English,Aero Engineering,Social Science,Biology,0,0
287,Physics,Business,History,Spanish,Chemistry,Astro Engineering,0,0
288,Machine Learning,Aero Engineering,Biology,Astro Engineering,Political Science,Social Science,0,0
289,Algebra,Aero Engineering,Spanish,Physics,French,Astro Engineering,1,0
290,Aero Engineering,Biology,Physics,Optimization,French,History,0,0
291,Machine Learning,Physics,Optimization,Business,Spanish,French,1,0
292,Algebra,Optimization,Physics,English,Chemistry,Political Science,0,0
293,Spanish,History,Political Science,Machine Learning,French,Business,1,0
294,Social Science,Chemistry,Machine Learning,Astro Engineering,Aero Engineering,Biology,1,0
295,Chemistry,French,Astro Engineering,English,Spanish,Political Science,0,0
296,Spanish,Astro Engineering,Algebra,Physics,Political Science,Machine Learning,0,0
297,English,Biology,Social Science,Chemistry,Optimization,Chinese,0,0
298,Business,Spanish,Astro Engineering,Aero Engineering,History,Chemistry,0,0
299,Astro Engineering,Business,Political Science,Spanish,Chinese,Machine Learning,0,0
300,French,Aero Engineering,Spanish,Algebra,Biology,Chinese,0,0
301,Optimization,Political Science,Algebra,French,Chemistry,Aero Engineering,0,0
302,Chinese,English,Business,Biology,Spanish,Astro Engineering,0,0
303,Political Science,Chemistry,Business,Biology,Algebra,Machine Learning,1,0
304,Chemistry,History,Optimization,Machine Learning,Spanish,Biology,1,0
305,Optimization,Political Science,Biology,Physics,Algebra,English,1,0
306,Aero Engineering,Social Science,Chinese,Optimization,English,French,0,0
307,Machine Learning,Algebra,Business,English,History,French,0,0
308,Political Science,Spanish,Chinese,Astro Engineering,Algebra,Chemistry,0,0
309,Algebra,Aero Engineering,Business,Physics,Chorus1,Chorus2,0,1
310,Social Science,History,English,Physics,Chinese,Political Science,0,0
311,Social Science,Optimization,History,Spanish,Chemistry,Aero Engineering,0,0
312,Political Science,Physics,Social Science,Chinese,Chorus1,Chorus2,0,1
313,Chemistry,Machine Learning,Business,French,Chinese,Social Science,0,0
314,Business,Aero Engineering,Social Science,Optimization,History,English,0,0
315,Algebra,Aero Engineering,Political Science,History,Chinese,Spanish,0,0
316,Chemistry,Optimization,Machine Learning,Political Science,Astro Engineering,French,0,0
317,Machine Learning,Business,Chinese,History,Chorus1,Chorus2,0,1
318,Political Science,Physics,Machine Learning,Algebra,Astro Engineering,French,0,0
319,Chemistry,French,Algebra,Chinese,Social Science,History,0,0
320,History,Physics,Chinese,Algebra,English,French,1,0
321,Political Science,Social Science,Astro Engineering,Machine Learning,French,Biology,0,0
322,Machine Learning,Algebra,Biology,Social Science,French,Optimization,0,0
323,French,Social Science,Astro Engineering,Business,Political Science,Optimization,0,0
324,Optimization,Machine Learning,English,Astro Engineering,French,Social Science,1,0
325,Algebra,Astro Engineering,Business,English,Machine Learning,Social Science,0,0
326,Social Science,Spanish,Biology,Algebra,Physics,French,1,0
327,Business,Aero Engineering,Physics,Chinese,Astro Engineering,Social Science,0,0
328,Optimization,Business,History,Social Science,Chorus1,Chorus2,0,1
329,Algebra,Optimization,Political Science,Aero Engineering,Biology,History,0,0
330,Business,Biology,Chinese,English,History,Machine Learning,0,0
331,Physics,Optimization,History,English,Algebra,Astro Engineering,0,0
332,Chemistry,Biology,Social Science,Physics,Algebra,Astro Engineering,1,0
333,Astro Engineering,Spanish,Physics,Business,Biology,Chinese,1,0
334,Chemistry,Business,Social Science,Chinese,Spanish,English,0,0
335,English,French,Business,Aero Engineering,Physics,Political Science,0,0
336,Political Science,Biology,Spanish,Social Science,Physics,History,1,0
337,Astro Engineering,Political Science,French,Chemistry,Aero Engineering,Machine Learning,0,0
338,History,Biology,Aero Engineering,Chemistry,Social Science,French,0,0
339,Aero Engineering,Optimization,Physics,Machine Learning,French,Business,0,0
340,Algebra,Aero Engineering,English,Business,French,Physics,0,0
341,Business,English,Spanish,Chinese,Chemistry,Biology,0,0
342,Physics,Optimization,Political Science,History,English,Machine Learning,1,0
343,Machine Learning,Chinese,Social Science,Business,Political Science,Optimization,0,0
344,Optimization,Aero Engineering,Spanish,Biology,Astro Engineering,Chemistry,0,0
345,Chinese,Astro Engineering,History,Physics,Spanish,Optimization,0,0
346,Biology,Physics,Business,French,Astro Engineering,Aero Engineering,0,0
347,Aero Engineering,Optimization,History,Biology,Social Science,Spanish,1,0
348,Chinese,Business,History,Political Science,Astro Engineering,Social Science,0,0
349,Physics,English,Spanish,Chinese,History,Machine Learning,0,0
350,Business,History,Spanish,Machine Learning,Biology,Physics,0,0
351,Chinese,Political Science,History,English,Algebra,French,1,0
352,Social Science,Physics,Machine Learning,Business,French,Chinese,0,0
353,Algebra,Astro Engineering,English,History,Physics,Political Science,0,0
354,Spanish,Physics,English,Astro Engineering,French,Biology,1,0
355,Business,French,Aero Engineering,Chemistry,Political Science,Machine Learning,0,0
356,Business,Algebra,Political Science,Social Science,Biology,Spanish,0,0
357,History,Social Science,Chemistry,Optimization,French,Spanish,1,0
358,Algebra,Optimization,Biology,Physics,Aero Engineering,Social Science,0,0
359,Physics,Astro Engineering,French,Optimization,Social Science,Algebra,0,0
360,Social Science,Physics,Optimization,Machine Learning,English,French,0,0
361,French,Chemistry,Biology,Algebra,Political Science,History,1,0
362,Business,Algebra,Astro Engineering,Optimization,Machine Learning,History,0,0
363,Physics,Optimization,Social Science,Biology,Chemistry,French,0,0
364,Business,Chemistry,Optimization,Spanish,Algebra,History,0,0
365,History,Aero Engineering,Optimization,English,Algebra,Business,0,0
366,French,Social Science,Algebra,Chemistry,History,Chinese,0,0
367,Spanish,Aero Engineering,English,Social Science,Chorus1,Chorus2,0,1
368,Chemistry,Chinese,Algebra,English,Political Science,French,0,0
369,French,Chemistry,Business,Social Science,Spanish,Biology,0,0
370,Aero Engineering,Spanish,French,Machine Learning,Biology,History,0,0
371,Optimization,Machine Learning,History,Business,Chorus1,Chorus2,0,1
372,Physics,Aero Engineering,History,Optimization,French,Spanish,1,0
373,Chinese,Optimization,Social Science,Physics,Spanish,Machine Learning,0,0
374,Social Science,French,Spanish,Physics,History,Machine Learning,0,0
375,Physics,Algebra,Optimization,History,Astro Engineering,Chinese,0,0
376,Social Science,History,Spanish,Chinese,Astro Engineering,Aero Engineering,0,0
377,English,Physics,History,French,Optimization,Biology,1,0
378,Business,Astro Engineering,History,Machine Learning,Spanish,English,1,0
379,Political Science,French,Algebra,History,Machine Learning,Chemistry,0,0
380,Astro Engineering,Physics,Algebra,Chinese,Chorus1,Chorus2,0,1
381,Spanish,Optimization,French,Physics,Chorus1,Chorus2,0,1
382,Spanish,French,Physics,Political Science,Chinese,Business,0,0
383,Chemistry,Machine Learning,History,French,Political Science,English,0,0
384,Spanish,Social Science,Physics,Astro Engineering,Machine Learning,French,0,0
385,Physics,Machine Learning,French,Business,Astro Engineering,Aero Engineering,0,0
386,Biology,Aero Engineering,English,Political Science,History,Physics,0,0
387,Aero Engineering,Chemistry,Machine Learning,Algebra,Social Science,Astro Engineering,1,0
388,Biology,Chemistry,French,Algebra,Spanish,Astro Engineering,0,0
389,Optimization,Social Science,Chinese,Aero Engineering,Chemistry,Machine Learning,0,0
390,Business,Astro Engineering,Political Science,Algebra,Social Science,Optimization,0,0
391,Optimization,History,Astro Engineering,Chinese,French,Social Science,1,0
392,Spanish,Aero Engineering,Biology,Optimization,English,Chemistry,0,0
393,Machine Learning,English,French,Chemistry,Aero Engineering,Algebra,0,0
394,French,Optimization,Chinese,History,Physics,Business,0,0
395,Algebra,French,Machine Learning,Spanish,Chinese,Physics,0,0
396,Physics,Spanish,Biology,History,Chorus1,Chorus2,0,1
397,Aero Engineering,Physics,English,Algebra,Astro Engineering,Chemistry,0,0
398,Business,English,Spanish,French,Physics,Algebra,0,0
