,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14,Class15,Athlete,Chorus
36,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
37,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
38,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
39,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0
40,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1
41,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0
42,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
43,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0
44,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
45,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0
46,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0
47,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
48,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0
49,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
50,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
51,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
52,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
53,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
54,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
55,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
56,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
57,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1
58,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
59,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
60,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1
61,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1
62,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0
63,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
64,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0
65,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
66,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0
67,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
68,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0
69,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
70,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0
71,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
72,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0
73,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1
74,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0
75,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0
76,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
77,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1
78,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0
79,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
