,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14,Class15,Athlete,Chorus
65,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
66,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0
67,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0
68,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1
69,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1
70,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
71,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
72,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
73,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1
74,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
75,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
76,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0
77,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
78,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0
79,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0
80,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0
81,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
82,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1
83,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
84,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
85,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0
86,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0
87,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0
88,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1
89,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
90,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
91,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
92,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0
93,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0
94,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
95,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
96,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
97,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1
98,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0
99,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
100,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0
101,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
102,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0
103,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0
104,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0
105,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0
106,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
107,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
108,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1
109,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0
110,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
111,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
112,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0
113,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
114,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
115,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
116,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
117,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
118,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0
119,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
120,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
121,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
122,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1
123,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0
124,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
125,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
126,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0
127,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
128,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0
129,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
130,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
131,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
132,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0
133,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
134,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0
135,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
136,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
137,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0
138,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1
139,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1
140,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
141,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0
142,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0
143,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
144,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0
145,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
146,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
147,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
148,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
149,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0
150,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0
151,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
152,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
153,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
154,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0
155,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0
156,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1
157,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1
158,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1
159,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0
160,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
161,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0
162,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1
163,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
164,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0
165,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
166,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0
167,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0
168,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0
169,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0
170,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
171,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0
172,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1
173,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1
174,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1
175,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
176,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
177,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
178,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0
179,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0
180,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
181,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
182,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1
183,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
184,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
185,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0
186,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
187,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0
188,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
189,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0
190,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
191,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0
192,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1
193,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1
194,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0
195,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
196,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0
197,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
198,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0
199,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1
200,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
201,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
202,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0
203,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0
204,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0
205,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
206,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
207,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
208,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0
209,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
210,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
211,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1
212,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
213,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
214,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
215,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0
216,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0
217,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
218,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
219,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0
220,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0
221,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
222,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0
223,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1
224,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0
225,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0
226,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
227,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
228,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1
229,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
230,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
231,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0
232,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1
233,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0
234,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0
235,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
236,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0
237,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
238,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
239,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
240,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0
241,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
242,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0
243,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
244,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
245,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0
246,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
247,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1
248,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0
249,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0
250,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
251,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0
252,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0
253,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0
254,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0
255,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
256,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
257,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
258,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
259,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
260,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
261,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0
262,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
263,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
264,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
265,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0
266,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
267,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
268,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0
269,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
270,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
271,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0
272,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
273,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1
274,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0
275,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
276,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0
277,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0
278,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
279,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0
280,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1
281,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
282,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
283,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
284,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1
285,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
286,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1
287,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0
288,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
289,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
290,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
291,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
292,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
293,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0
294,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1
295,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0
296,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0
297,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
298,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0
299,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
300,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
301,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
302,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0
303,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
304,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
305,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
306,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1
307,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0
308,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
309,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0
310,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
311,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1
312,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0
313,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
314,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0
315,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0
316,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0
317,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0
318,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1
319,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
320,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
321,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
322,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0
323,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0
324,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
325,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0
326,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
327,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0
328,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
329,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
330,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1
331,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
332,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0
333,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
334,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
335,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
336,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
337,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
338,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0
339,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
340,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0
341,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
342,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
343,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
344,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0
345,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
346,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
347,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
348,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0
349,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0
350,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
351,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1
352,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0
353,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1
354,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
355,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0
356,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
357,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1
358,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
359,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
360,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1
361,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0
362,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
363,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
364,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0
365,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0
366,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
367,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
368,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0
369,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0
370,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
371,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
372,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0
373,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
374,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0
375,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
376,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
377,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0
378,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1
379,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1
380,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
381,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0
382,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
383,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
