,Class 1,Class 2,Class 3,Class 4,Class 5,Class 6,Athlete,Chorus
36,Astro Engineering,Spanish,Chinese,Machine Learning,Chorus1,Chorus2,0,1
37,Machine Learning,Aero Engineering,Political Science,Spanish,Astro Engineering,French,0,0
38,Algebra,Chinese,Biology,Physics,Political Science,French,0,0
39,Optimization,French,Algebra,English,Machine Learning,Spanish,0,0
40,Biology,Machine Learning,Chemistry,Chinese,Chorus1,Chorus2,0,1
41,Business,Physics,Aero Engineering,Machine Learning,Algebra,Astro Engineering,1,0
42,Algebra,Political Science,Physics,French,Chorus1,Chorus2,0,1
43,Spanish,Political Science,Chinese,Business,French,Chemistry,1,0
44,Machine Learning,French,Social Science,Chemistry,Chinese,Political Science,0,0
45,Chinese,Political Science,Business,History,English,Optimization,0,0
46,Spanish,Physics,Chinese,Biology,Optimization,Machine Learning,0,0
47,French,Optimization,Biology,Astro Engineering,Chorus1,Chorus2,0,1
48,Physics,Chinese,Biology,Business,Chemistry,Social Science,0,0
49,Political Science,English,Machine Learning,Biology,Chorus1,Chorus2,0,1
50,Astro Engineering,Physics,Aero Engineering,Algebra,Chorus1,Chorus2,0,1
51,Algebra,Physics,Chinese,Machine Learning,Aero Engineering,French,0,0
52,Political Science,Chemistry,Physics,History,Chorus1,Chorus2,0,1
53,Chinese,History,Social Science,Optimization,Algebra,Political Science,0,0
54,Business,Machine Learning,English,French,Algebra,Political Science,1,0
55,Chinese,English,Biology,Social Science,Machine Learning,Physics,0,0
56,Optimization,Astro Engineering,Social Science,Aero Engineering,Chorus1,Chorus2,0,1
57,Chemistry,Social Science,Physics,Biology,Business,Political Science,0,0
58,Algebra,Social Science,Aero Engineering,History,Chemistry,Biology,1,0
59,Political Science,Physics,Algebra,Astro Engineering,English,Biology,0,0
60,Astro Engineering,Spanish,History,Chinese,Machine Learning,Biology,0,0
61,Algebra,Chinese,Chemistry,Astro Engineering,Business,Social Science,0,0
62,English,Aero Engineering,Social Science,Optimization,Astro Engineering,Spanish,0,0
63,Aero Engineering,Algebra,Biology,Political Science,Astro Engineering,Physics,0,0
64,History,Social Science,Chinese,French,Spanish,Business,1,0
65,Algebra,Astro Engineering,Chemistry,Spanish,History,French,0,0
66,Machine Learning,Chinese,History,French,Chorus1,Chorus2,0,1
67,English,Spanish,Social Science,History,Machine Learning,Algebra,0,0
68,Aero Engineering,Physics,English,Algebra,French,History,0,0
69,Algebra,Political Science,Social Science,Chinese,Physics,Biology,1,0
70,Algebra,Physics,History,Spanish,Political Science,French,0,0
71,Political Science,Machine Learning,French,English,Aero Engineering,Physics,1,0
72,French,Chemistry,Business,Physics,English,Algebra,0,0
73,Business,Chemistry,Political Science,English,Physics,Optimization,0,0
74,Machine Learning,Business,Social Science,Political Science,French,Chemistry,0,0
75,Chinese,Aero Engineering,Social Science,Political Science,Chemistry,English,1,0
76,Physics,Chemistry,Political Science,Algebra,French,Aero Engineering,0,0
77,Business,French,English,Chemistry,Political Science,History,1,0
78,History,English,Physics,Aero Engineering,Biology,Spanish,0,0
79,English,Algebra,Business,Chemistry,Chorus1,Chorus2,0,1
80,Machine Learning,Spanish,Social Science,History,Physics,Aero Engineering,0,0
81,Machine Learning,Aero Engineering,History,Business,English,Algebra,0,0
82,Business,History,Astro Engineering,Chemistry,Chorus1,Chorus2,0,1
83,Chinese,Political Science,French,Chemistry,Biology,Astro Engineering,1,0
84,Chemistry,Machine Learning,Algebra,Optimization,Chorus1,Chorus2,0,1
85,Physics,English,Machine Learning,Chemistry,History,Aero Engineering,0,0
86,History,Political Science,Algebra,Chemistry,Machine Learning,Aero Engineering,0,0
87,Aero Engineering,Algebra,Optimization,Biology,English,Chemistry,0,0
88,Chinese,Chemistry,Optimization,Algebra,Social Science,French,0,0
89,Social Science,Chinese,Chemistry,Spanish,Political Science,Physics,1,0
90,Astro Engineering,Chemistry,Machine Learning,Physics,Spanish,English,0,0
91,Machine Learning,Astro Engineering,Political Science,Chemistry,Physics,French,1,0
92,Social Science,Political Science,Biology,Aero Engineering,Business,Astro Engineering,1,0
93,Spanish,Astro Engineering,Optimization,Political Science,Business,Physics,1,0
94,Political Science,Machine Learning,Optimization,Spanish,Chorus1,Chorus2,0,1
95,Spanish,Algebra,Business,Aero Engineering,English,Astro Engineering,1,0
96,French,Political Science,Chemistry,Spanish,Biology,Aero Engineering,0,0
97,Political Science,French,Astro Engineering,English,Chorus1,Chorus2,0,1
98,Physics,History,Astro Engineering,Chemistry,Optimization,French,0,0
99,Business,Optimization,French,Political Science,History,Aero Engineering,0,0
100,Optimization,Business,History,Social Science,Political Science,Astro Engineering,1,0
101,Political Science,Business,Biology,Algebra,Chorus1,Chorus2,0,1
102,Optimization,Algebra,Business,French,Social Science,Chinese,0,0
103,Chinese,Chemistry,History,Spanish,Political Science,Optimization,1,0
104,Chemistry,Algebra,Astro Engineering,Spanish,Chinese,Physics,0,0
105,Social Science,Machine Learning,Optimization,Algebra,Business,Chinese,0,0
106,History,Chemistry,Social Science,Machine Learning,Chorus1,Chorus2,0,1
107,Physics,Political Science,Machine Learning,Spanish,English,Aero Engineering,0,0
108,Biology,Machine Learning,Political Science,Social Science,Physics,Algebra,1,0
109,Physics,Algebra,Optimization,Spanish,Astro Engineering,History,1,0
110,Physics,History,Chemistry,Chinese,Astro Engineering,Political Science,0,0
111,Business,History,Optimization,Chinese,Political Science,Machine Learning,0,0
112,Business,Spanish,French,History,Chorus1,Chorus2,0,1
113,Chemistry,Business,Social Science,Biology,Chorus1,Chorus2,0,1
114,Political Science,Machine Learning,Business,Social Science,Chorus1,Chorus2,0,1
115,Biology,Political Science,Chinese,Social Science,Machine Learning,Astro Engineering,1,0
116,Spanish,Aero Engineering,Algebra,Chinese,Biology,French,1,0
117,Optimization,History,Astro Engineering,English,Chorus1,Chorus2,0,1
118,History,Machine Learning,Business,Aero Engineering,English,Physics,0,0
119,Chemistry,Social Science,Business,History,English,Political Science,1,0
120,History,French,Machine Learning,Aero Engineering,Optimization,Political Science,1,0
121,Machine Learning,Algebra,Chemistry,Business,Physics,English,0,0
122,Machine Learning,Political Science,Physics,Chemistry,Business,Astro Engineering,0,0
123,Biology,Astro Engineering,Optimization,Machine Learning,Chorus1,Chorus2,0,1
124,Algebra,Physics,Political Science,English,Chorus1,Chorus2,0,1
125,French,Machine Learning,Chinese,Physics,Chorus1,Chorus2,0,1
126,Aero Engineering,Biology,Astro Engineering,Machine Learning,Social Science,Political Science,1,0
127,Aero Engineering,Chinese,Astro Engineering,Algebra,Chorus1,Chorus2,0,1
128,Physics,Business,Chemistry,English,Chinese,Astro Engineering,0,0
129,French,Astro Engineering,Political Science,English,History,Business,1,0
130,Chinese,Machine Learning,Chemistry,English,Chorus1,Chorus2,0,1
131,Biology,Business,English,Chinese,History,Chemistry,0,0
132,Political Science,Aero Engineering,English,Chemistry,Spanish,Algebra,1,0
133,Chinese,Optimization,Physics,Machine Learning,Algebra,Chemistry,1,0
134,Political Science,Optimization,Physics,Chinese,Machine Learning,Biology,1,0
135,Social Science,Physics,Algebra,French,Chorus1,Chorus2,0,1
136,English,Business,Social Science,Chemistry,Aero Engineering,Spanish,0,0
137,Astro Engineering,Chinese,Physics,Aero Engineering,Social Science,Biology,0,0
138,Optimization,Algebra,Physics,Business,Aero Engineering,History,0,0
139,Machine Learning,English,Spanish,Aero Engineering,Biology,History,1,0
140,French,Business,Political Science,Chemistry,History,Chinese,1,0
141,Chemistry,English,Aero Engineering,Spanish,French,Social Science,1,0
142,French,Business,History,Chemistry,Social Science,Biology,0,0
143,Machine Learning,Biology,Algebra,Business,Aero Engineering,History,0,0
144,Machine Learning,History,Aero Engineering,Biology,Business,Social Science,0,0
145,Political Science,Aero Engineering,Biology,English,History,Spanish,0,0
146,History,French,Social Science,Business,Chorus1,Chorus2,0,1
147,English,Chemistry,Aero Engineering,Political Science,Biology,Chinese,1,0
148,Astro Engineering,Spanish,Optimization,Algebra,Machine Learning,English,0,0
149,Algebra,Spanish,Social Science,Aero Engineering,English,Chinese,0,0
150,Physics,Biology,Spanish,Astro Engineering,Social Science,English,0,0
151,Chemistry,Biology,Optimization,Physics,French,English,0,0
152,Machine Learning,Physics,Social Science,Algebra,Chemistry,Political Science,1,0
153,Political Science,Chemistry,Biology,Aero Engineering,History,Business,0,0
154,Optimization,Aero Engineering,Biology,Political Science,Social Science,English,0,0
155,Social Science,Spanish,Political Science,Algebra,Machine Learning,Optimization,0,0
156,Political Science,Physics,Astro Engineering,French,Chorus1,Chorus2,0,1
157,Business,Machine Learning,History,Chemistry,Chorus1,Chorus2,0,1
158,Optimization,Algebra,Astro Engineering,Business,Aero Engineering,Spanish,0,0
159,Aero Engineering,Social Science,English,Chemistry,Chorus1,Chorus2,0,1
160,Algebra,Spanish,Business,English,Astro Engineering,Political Science,0,0
161,Biology,Spanish,Political Science,Aero Engineering,Chinese,English,1,0
162,Physics,History,Algebra,Biology,Chemistry,Machine Learning,0,0
163,Chemistry,Chinese,Algebra,Machine Learning,Astro Engineering,Physics,1,0
164,Optimization,Biology,English,Social Science,Chorus1,Chorus2,0,1
165,Machine Learning,Optimization,Astro Engineering,Physics,Algebra,Aero Engineering,0,0
166,English,Political Science,Chinese,Chemistry,Physics,French,1,0
167,Machine Learning,Political Science,Biology,English,Physics,Aero Engineering,0,0
168,French,Algebra,English,Physics,Machine Learning,Biology,0,0
169,Chinese,Optimization,Spanish,Business,English,Biology,0,0
170,Aero Engineering,Chinese,Optimization,Machine Learning,Algebra,Business,1,0
171,Biology,English,Physics,French,Aero Engineering,Algebra,1,0
172,Chinese,English,French,Social Science,Chorus1,Chorus2,0,1
173,Physics,Spanish,Social Science,French,Machine Learning,Chemistry,0,0
174,Chemistry,Social Science,Spanish,Political Science,Chorus1,Chorus2,0,1
175,Spanish,Physics,English,Optimization,History,Biology,1,0
176,Algebra,Spanish,Aero Engineering,Machine Learning,Chorus1,Chorus2,0,1
177,Chemistry,Spanish,Astro Engineering,History,Chinese,French,0,0
178,Physics,Chinese,History,Biology,Optimization,Astro Engineering,0,0
179,Chemistry,Political Science,Biology,English,Astro Engineering,Spanish,0,0
180,Physics,Machine Learning,Chemistry,Astro Engineering,Aero Engineering,Spanish,0,0
181,Chemistry,Physics,French,English,Political Science,Machine Learning,0,0
182,Business,Machine Learning,History,English,Aero Engineering,Biology,0,0
183,Astro Engineering,Physics,English,Aero Engineering,History,Political Science,1,0
184,Chinese,Aero Engineering,French,English,Biology,Spanish,1,0
185,Physics,Astro Engineering,Machine Learning,Algebra,Business,Social Science,0,0
186,Aero Engineering,Chemistry,Physics,Astro Engineering,Chinese,English,0,0
187,Business,Biology,Social Science,Chinese,Chemistry,Physics,0,0
188,Algebra,Social Science,Optimization,Aero Engineering,Chemistry,Political Science,1,0
189,French,Physics,Chinese,History,Optimization,Machine Learning,0,0
190,Business,Physics,Political Science,French,Aero Engineering,Algebra,0,0
191,Chemistry,Spanish,Chinese,Business,Optimization,Astro Engineering,0,0
192,Business,French,Machine Learning,Optimization,Chemistry,Political Science,1,0
193,Physics,Machine Learning,Aero Engineering,Algebra,Biology,Social Science,0,0
194,Astro Engineering,Chinese,Optimization,French,Biology,Spanish,0,0
195,Business,Spanish,Biology,Aero Engineering,Chorus1,Chorus2,0,1
196,Physics,Chinese,English,Social Science,Biology,Business,0,0
197,Chemistry,Biology,History,Spanish,English,Physics,1,0
198,Social Science,Political Science,Business,Machine Learning,Astro Engineering,Chemistry,1,0
199,Chinese,Astro Engineering,English,Aero Engineering,Physics,Algebra,0,0
200,Business,Physics,History,Chinese,Chorus1,Chorus2,0,1
201,Machine Learning,Chemistry,Business,Chinese,History,Optimization,0,0
202,French,History,Aero Engineering,Optimization,Political Science,Machine Learning,1,0
203,History,Optimization,Machine Learning,Biology,French,Physics,1,0
204,Chinese,Algebra,Physics,History,Astro Engineering,Social Science,0,0
205,Physics,Astro Engineering,Political Science,Algebra,Chorus1,Chorus2,0,1
206,Optimization,Physics,Algebra,Machine Learning,Political Science,History,0,0
207,Aero Engineering,Chinese,Business,Optimization,Biology,Astro Engineering,0,0
208,Biology,History,Astro Engineering,Social Science,Political Science,Chemistry,1,0
209,Social Science,French,Physics,English,Spanish,History,1,0
210,Algebra,Spanish,Astro Engineering,Business,Political Science,French,0,0
211,Physics,English,History,Spanish,Machine Learning,Business,1,0
212,Social Science,French,Astro Engineering,Political Science,Chinese,Business,0,0
213,Political Science,Biology,Aero Engineering,Chemistry,Chorus1,Chorus2,0,1
214,Biology,Machine Learning,History,Chinese,Chorus1,Chorus2,0,1
215,Biology,Chinese,Chemistry,Business,Chorus1,Chorus2,0,1
216,History,Political Science,Chinese,Business,English,Optimization,0,0
217,Chemistry,Biology,Algebra,Physics,Chinese,Social Science,1,0
218,History,Physics,Political Science,Astro Engineering,Biology,Social Science,0,0
219,Business,Chinese,Algebra,Social Science,Chorus1,Chorus2,0,1
220,Spanish,Biology,Aero Engineering,Algebra,Chemistry,Social Science,0,0
221,Optimization,English,Algebra,Business,Biology,Astro Engineering,1,0
222,Chemistry,Optimization,Physics,Machine Learning,Chinese,Social Science,0,0
223,Optimization,Aero Engineering,Political Science,Algebra,Chinese,Physics,0,0
224,Political Science,Algebra,Astro Engineering,Spanish,Physics,Chinese,0,0
225,Chemistry,Algebra,Physics,Astro Engineering,Chorus1,Chorus2,0,1
226,Machine Learning,English,Chemistry,History,Chorus1,Chorus2,0,1
227,Political Science,French,Biology,History,Social Science,Optimization,1,0
228,Algebra,Political Science,Physics,English,Business,French,0,0
229,Machine Learning,Optimization,Chinese,French,Social Science,English,0,0
230,Spanish,Business,Optimization,Algebra,English,Political Science,0,0
231,Political Science,Astro Engineering,French,Biology,Chemistry,Physics,0,0
232,Spanish,English,Political Science,Chemistry,Aero Engineering,Physics,1,0
233,Social Science,Machine Learning,Political Science,French,Chorus1,Chorus2,0,1
234,Spanish,Machine Learning,Chinese,French,Biology,Physics,0,0
235,English,Chemistry,French,History,Business,Astro Engineering,0,0
236,Algebra,Machine Learning,History,Astro Engineering,Chorus1,Chorus2,0,1
237,Physics,Chinese,Biology,Social Science,Chorus1,Chorus2,0,1
238,Physics,Spanish,Chemistry,French,Chorus1,Chorus2,0,1
239,Optimization,Biology,English,Chinese,Political Science,Aero Engineering,1,0
240,English,Political Science,History,Astro Engineering,Chorus1,Chorus2,0,1
241,Astro Engineering,Social Science,Optimization,Political Science,Chorus1,Chorus2,0,1
242,English,Optimization,Political Science,Spanish,History,Physics,0,0
243,Algebra,Physics,Machine Learning,Biology,Business,English,1,0
244,Business,Chinese,Chemistry,Astro Engineering,French,Biology,1,0
245,Political Science,Business,Social Science,Spanish,Chorus1,Chorus2,0,1
246,Spanish,Physics,History,Chemistry,Aero Engineering,Social Science,0,0
247,Business,Biology,History,Social Science,Optimization,Algebra,0,0
248,English,Algebra,History,Business,Aero Engineering,Social Science,1,0
249,Machine Learning,Algebra,Political Science,Social Science,Business,Biology,1,0
250,English,Spanish,Business,Biology,Chemistry,Physics,1,0
251,Business,Algebra,Aero Engineering,English,French,Social Science,0,0
252,Biology,History,English,Optimization,Business,Political Science,0,0
253,Spanish,Aero Engineering,English,Business,Machine Learning,History,1,0
254,Physics,English,History,Machine Learning,Chemistry,Social Science,0,0
255,Algebra,Chinese,Social Science,Chemistry,French,Physics,1,0
256,Algebra,Biology,French,English,Chemistry,Physics,0,0
257,History,Social Science,French,Astro Engineering,Machine Learning,Physics,1,0
258,Machine Learning,Physics,Biology,Political Science,Chorus1,Chorus2,0,1
259,Chemistry,Political Science,Algebra,Social Science,Spanish,Optimization,0,0
260,Chinese,Spanish,English,French,Aero Engineering,Astro Engineering,0,0
261,Spanish,Optimization,Business,Algebra,Chinese,Political Science,0,0
262,Chinese,Optimization,History,Aero Engineering,Chorus1,Chorus2,0,1
263,Machine Learning,Algebra,French,Aero Engineering,Astro Engineering,Physics,1,0
264,Algebra,English,Business,Physics,Chorus1,Chorus2,0,1
265,Machine Learning,Biology,Algebra,History,Chemistry,Aero Engineering,1,0
266,English,Optimization,Biology,Business,French,Astro Engineering,0,0
267,Political Science,History,Spanish,Business,Chinese,Machine Learning,0,0
268,Chinese,French,Social Science,Algebra,Chemistry,Astro Engineering,1,0
269,Algebra,Social Science,Spanish,Machine Learning,Physics,Chinese,0,0
270,Chemistry,Machine Learning,French,Social Science,Spanish,Political Science,0,0
271,Biology,Spanish,Aero Engineering,Social Science,Chorus1,Chorus2,0,1
272,Physics,French,Algebra,English,Machine Learning,Spanish,0,0
273,History,Machine Learning,Political Science,Physics,Astro Engineering,French,0,0
274,Optimization,Biology,Spanish,Machine Learning,Physics,English,0,0
275,Aero Engineering,Optimization,Algebra,Business,Social Science,Biology,0,0
276,Business,Political Science,Machine Learning,Algebra,Aero Engineering,Biology,0,0
277,English,Algebra,Chemistry,Social Science,History,Physics,0,0
278,French,Aero Engineering,English,Social Science,History,Business,1,0
279,History,Chemistry,Astro Engineering,Physics,Biology,French,0,0
280,Chemistry,Social Science,Physics,Aero Engineering,Optimization,Chinese,0,0
281,Algebra,History,English,Spanish,Optimization,Political Science,0,0
282,Biology,Machine Learning,Business,Political Science,Chemistry,Astro Engineering,1,0
283,Aero Engineering,Machine Learning,Chemistry,Physics,Biology,Optimization,0,0
284,Political Science,History,English,Optimization,Biology,Spanish,0,0
285,Business,Astro Engineering,Chinese,Optimization,French,Spanish,1,0
286,French,English,Optimization,Chinese,History,Biology,1,0
287,French,Social Science,Chemistry,Business,Machine Learning,English,1,0
288,English,Political Science,Machine Learning,Biology,Optimization,Spanish,0,0
289,Physics,Social Science,English,Chemistry,Astro Engineering,Biology,1,0
290,Biology,Chinese,Social Science,Aero Engineering,Spanish,Algebra,1,0
291,Algebra,French,History,English,Chorus1,Chorus2,0,1
292,Social Science,Machine Learning,Astro Engineering,Business,History,French,1,0
293,History,Machine Learning,Spanish,Optimization,Chorus1,Chorus2,0,1
294,Chemistry,Chinese,Social Science,English,Aero Engineering,Machine Learning,0,0
295,Astro Engineering,History,Biology,Business,English,Aero Engineering,0,0
296,English,Social Science,Aero Engineering,Spanish,Chorus1,Chorus2,0,1
297,Machine Learning,Optimization,Chinese,Business,English,Chemistry,0,0
298,Chinese,History,Optimization,Astro Engineering,English,Aero Engineering,0,0
299,Biology,Optimization,Political Science,Chemistry,Physics,French,1,0
300,Aero Engineering,History,Physics,Spanish,Chorus1,Chorus2,0,1
301,Spanish,Optimization,Business,Astro Engineering,Biology,French,0,0
302,Spanish,Optimization,Biology,Machine Learning,Chorus1,Chorus2,0,1
303,Chemistry,English,Business,Optimization,History,Chinese,1,0
304,Algebra,Physics,Optimization,English,Spanish,Machine Learning,0,0
305,Aero Engineering,Optimization,Spanish,History,Business,Social Science,0,0
306,Political Science,Astro Engineering,Algebra,Business,Chorus1,Chorus2,0,1
307,Chinese,Astro Engineering,Spanish,Aero Engineering,Algebra,Physics,0,0
308,Chemistry,Biology,Physics,Algebra,Spanish,Machine Learning,1,0
309,Aero Engineering,History,Business,Political Science,Chorus1,Chorus2,0,1
310,Biology,Optimization,Algebra,English,History,Business,0,0
311,Chinese,Aero Engineering,Chemistry,History,Optimization,Astro Engineering,1,0
312,History,Machine Learning,French,Chemistry,Physics,English,0,0
313,Spanish,Chemistry,Algebra,Political Science,History,Social Science,0,0
314,Social Science,Machine Learning,English,Biology,Chemistry,Algebra,0,0
315,Social Science,French,Machine Learning,Political Science,History,Biology,0,0
316,History,Chinese,Chemistry,Social Science,Machine Learning,Biology,0,0
317,History,Chinese,Aero Engineering,Political Science,Algebra,Business,0,0
318,Physics,Business,Spanish,History,French,Political Science,0,0
319,Algebra,Optimization,Biology,Business,Political Science,Social Science,0,0
320,Astro Engineering,Algebra,Spanish,Machine Learning,French,Biology,1,0
321,Chinese,Astro Engineering,Machine Learning,Business,French,Algebra,0,0
322,French,History,Machine Learning,Chemistry,Spanish,Chinese,0,0
323,Aero Engineering,Biology,Optimization,French,Machine Learning,Political Science,0,0
324,History,Astro Engineering,Algebra,English,Political Science,Chemistry,1,0
325,Machine Learning,Social Science,Astro Engineering,Business,Physics,French,1,0
326,Astro Engineering,Aero Engineering,English,French,Algebra,Optimization,0,0
327,Political Science,French,Chemistry,Business,History,Machine Learning,1,0
328,Optimization,Chemistry,Biology,Machine Learning,Aero Engineering,Spanish,0,0
329,Chinese,English,Political Science,Business,Optimization,Physics,1,0
330,Business,Chinese,Biology,Aero Engineering,Chorus1,Chorus2,0,1
331,Astro Engineering,Physics,History,English,Social Science,Business,0,0
332,Chinese,English,Optimization,Biology,Business,Chemistry,0,0
333,Astro Engineering,Political Science,French,Machine Learning,Optimization,Chemistry,0,0
334,Physics,Optimization,French,Biology,Political Science,Social Science,1,0
335,Algebra,Astro Engineering,Biology,Spanish,Business,Physics,1,0
336,Chinese,History,Biology,French,Machine Learning,Political Science,1,0
337,Aero Engineering,Physics,Optimization,French,Chorus1,Chorus2,0,1
338,Chemistry,Biology,Political Science,French,Machine Learning,English,0,0
339,Spanish,Optimization,French,Chemistry,Chorus1,Chorus2,0,1
340,Machine Learning,English,Biology,Spanish,Optimization,Astro Engineering,0,0
341,Optimization,French,Biology,Spanish,History,Astro Engineering,1,0
342,Social Science,Physics,Biology,English,French,Spanish,0,0
343,English,Business,Chemistry,Physics,French,Spanish,0,0
344,Physics,Political Science,Astro Engineering,Spanish,Social Science,Business,1,0
345,Algebra,Astro Engineering,Optimization,Chemistry,Chorus1,Chorus2,0,1
346,Social Science,French,Chinese,Business,Chorus1,Chorus2,0,1
347,Algebra,Physics,Biology,History,Machine Learning,Aero Engineering,0,0
348,Chinese,Business,Aero Engineering,Biology,French,Political Science,0,0
349,Chemistry,Chinese,Biology,Political Science,Chorus1,Chorus2,0,1
350,Astro Engineering,Biology,Chemistry,Aero Engineering,Optimization,Algebra,0,0
351,Chinese,Biology,Astro Engineering,Chemistry,French,Optimization,0,0
352,Aero Engineering,Business,Physics,Machine Learning,Astro Engineering,Optimization,1,0
353,English,Chemistry,Astro Engineering,Machine Learning,Chorus1,Chorus2,0,1
354,Machine Learning,Chemistry,Optimization,Political Science,Aero Engineering,Physics,0,0
355,Social Science,Political Science,Business,History,Optimization,French,0,0
356,Machine Learning,Aero Engineering,Algebra,Social Science,Chorus1,Chorus2,0,1
357,French,History,Business,English,Astro Engineering,Algebra,0,0
358,English,Optimization,Political Science,Algebra,Biology,Aero Engineering,0,0
359,French,Business,Biology,Chemistry,Algebra,Spanish,0,0
360,English,Optimization,Spanish,Algebra,Chorus1,Chorus2,0,1
361,Aero Engineering,English,Biology,History,Optimization,Physics,1,0
362,Chinese,Political Science,Machine Learning,History,Spanish,Optimization,0,0
363,Biology,Algebra,Astro Engineering,French,Chorus1,Chorus2,0,1
364,Political Science,Social Science,History,Machine Learning,Physics,Business,0,0
365,Algebra,Astro Engineering,Business,Machine Learning,Chorus1,Chorus2,0,1
366,Political Science,History,Spanish,Optimization,Chorus1,Chorus2,0,1
367,Astro Engineering,Biology,Business,Algebra,Chemistry,French,0,0
368,Aero Engineering,History,Biology,Algebra,Chorus1,Chorus2,0,1
369,Machine Learning,Chemistry,Chinese,Political Science,English,Aero Engineering,0,0
370,English,Algebra,Chinese,Astro Engineering,Machine Learning,Aero Engineering,0,0
371,Aero Engineering,Optimization,Astro Engineering,History,Chorus1,Chorus2,0,1
372,Physics,Chemistry,Algebra,Optimization,French,Astro Engineering,0,0
373,Physics,Biology,Machine Learning,English,Political Science,Business,1,0
374,Spanish,French,Business,Political Science,Astro Engineering,Algebra,0,0
375,Biology,Chinese,Political Science,Chemistry,Chorus1,Chorus2,0,1
376,French,Biology,History,Political Science,Algebra,Spanish,1,0
377,Machine Learning,Political Science,English,Business,History,Social Science,1,0
378,Social Science,Business,Chemistry,Biology,Physics,Algebra,1,0
379,Biology,Physics,Chemistry,Machine Learning,Chorus1,Chorus2,0,1
380,Algebra,Chinese,Biology,Aero Engineering,Social Science,Business,1,0
381,Algebra,Biology,Astro Engineering,History,French,Optimization,1,0
382,History,Biology,French,Spanish,Algebra,Chemistry,1,0
383,English,Astro Engineering,Spanish,Social Science,Chemistry,French,0,0
384,Chinese,Machine Learning,History,English,Physics,Social Science,0,0
385,History,Chinese,Political Science,Spanish,Social Science,Aero Engineering,1,0
386,Aero Engineering,Astro Engineering,English,Political Science,Business,Biology,0,0
387,French,Chemistry,Biology,Optimization,Chorus1,Chorus2,0,1
388,Algebra,Physics,Spanish,Optimization,Machine Learning,History,1,0
389,Business,Optimization,History,Astro Engineering,Chorus1,Chorus2,0,1
390,French,Aero Engineering,Optimization,Astro Engineering,English,Spanish,0,0
391,Algebra,History,Chemistry,Chinese,French,Optimization,0,0
392,French,History,Political Science,Chinese,Optimization,Astro Engineering,0,0
393,Physics,Biology,French,Chemistry,Political Science,Algebra,0,0
394,Biology,Chinese,Machine Learning,Chemistry,Spanish,Political Science,0,0
395,Algebra,Biology,Political Science,Optimization,Chorus1,Chorus2,0,1
396,Social Science,French,Astro Engineering,Machine Learning,History,Chemistry,0,0
397,Business,Political Science,Physics,French,Chorus1,Chorus2,0,1
398,History,Chinese,Physics,Astro Engineering,French,English,1,0
399,Physics,History,French,Aero Engineering,English,Chemistry,1,0
