,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14,Class15,Athlete,Chorus
35,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
36,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
37,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
38,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0
39,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
40,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0
41,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0
42,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
43,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
44,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
45,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1
46,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0
47,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
48,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0
49,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0
50,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
51,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0
52,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0
53,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0
54,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
55,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0
56,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0
57,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0
58,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1
59,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
60,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
61,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
62,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
63,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1
64,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0
65,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0
66,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
67,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0
68,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0
69,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
70,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0
71,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
72,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
73,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
74,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
75,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
76,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
77,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1
78,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0
79,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0
80,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1
81,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0
82,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1
83,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
84,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0
85,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0
86,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1
87,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0
88,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
89,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0
90,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
91,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
92,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1
93,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
94,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0
95,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
96,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0
97,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0
98,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
99,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
