,Class1,Class2,Class3,Class4,Class5,Class6,Class7,Class8,Class9,Class10,Class11,Class12,Class13,Class14,Class15,Athlete,Chorus
69,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0
70,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0
71,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0
72,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0
73,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1
74,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
75,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
76,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
77,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0
78,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1
79,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0
80,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0
81,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0
82,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0
83,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0
84,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0
85,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0
86,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1
87,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1
88,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0
89,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0
90,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
91,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
92,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
93,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
94,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
95,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
96,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0
97,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
98,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0
99,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0
100,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
101,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1
102,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
103,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1
104,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0
105,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0
106,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1
107,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
108,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1
109,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0
110,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
111,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1
112,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
113,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
114,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0
115,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1
116,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0
117,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
118,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
119,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1
120,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1
121,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0
122,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0
123,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0
124,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0
